CodigoDisciplina;PeriodoLetivo;CodigoTurma;NumeroModulo;Login_Quantidade;Numero_Dias_Acessados_Modulo_Somado;Turno_TempoUsoTotal_Somado;Evadido;Forum_Quantidade_Post_Somado;Forum_Quantidade_Visualizacoes_Somado;Forum_TempoUso_Somado;Chat_Quantidade_Mensagens_Somado;Chat_TempoUso_Somado;Turno_PercentualUsoMadrugada_Somado;Turno_PercentualUsoManha_Somado;Turno_PercentualUsoTarde_Somado;Turno_PercentualUsoNoite_Somado;Turno_TempoUsoMadrugada_Somado;Turno_TempoUsoManha_Somado;Turno_TempoUsoTarde_Somado;Turno_TempoUsoNoite_Somado;Assignment_Post_Quantidade_Somado;Assignment_View_Quantidade_Somado;Assignment_View_TempoUso_Somado;Resource_View_Quantidade_Somado;Resource_View_Tempo_Somado;Questionario_Quantidade_Somado;Questionario_TempoUso_Somado;Log_Post_Quantidade_Somado;Log_View_Quantidade_Somado
60465;20120102;4435;6;2;10;31658;Sucesso;1;19;0;19;7716;0.009476278;0.012824563;0.040779582;0.936919578;300;406;1291;29661;0;15;0;60;11139;0;0;24;184
60465;20120102;4435;3;29;20;54101;Sucesso;5;49;2653;27;7479;0.008779875;0.230106652;0.307480453;0.45363302;475;12449;16635;24542;0;15;0;85;11497;0;0;34;503
60465;20120102;4435;6;53;39;107829;Sucesso;5;73;753;32;11564;0.004405123;0.22706322;0.36994686;0.398584796;475;24484;39891;42979;0;27;0;242;35201;0;0;41;929
60465;20120102;4435;3;7;2;5900;ReprEvadiu;1;2;0;0;9;0;0;0;1;0;0;0;5900;0;5;0;15;860;0;0;1;48
60465;20120102;4433;3;1;3;1570;ReprEvadiu;0;2;0;0;0;0;0;0.796178344;0.203821656;0;0;1250;320;0;3;0;16;440;0;0;2;36
60465;20120102;4433;6;0;5;4255;ReprEvadiu;0;5;0;0;0;0;0;0.767097532;0.232902468;0;0;3264;991;0;7;0;40;1910;0;0;4;72
60465;20120102;4433;3;0;3;2745;ReprEvadiu;1;7;0;0;0;0;0.577413479;0.422586521;0;0;1585;1160;0;0;4;0;9;460;0;0;1;51
60465;20120102;4433;6;0;3;2745;ReprEvadiu;1;7;0;0;0;0;0.577413479;0.422586521;0;0;1585;1160;0;0;4;0;9;460;0;0;1;51
60465;20120102;4433;3;3;8;6580;ReprEvadiu;0;2;0;5;1397;0;0;0.389817629;0.610182371;0;0;2565;4015;0;9;0;16;1486;0;0;13;44
60465;20120102;4433;6;1;10;9726;ReprEvadiu;0;3;0;5;1397;0;0;0.294571252;0.705428748;0;0;2865;6861;0;15;0;18;2266;0;0;15;58
60465;20120102;4433;3;0;3;1159;ReprEvadiu;0;2;0;0;323;0.064710958;0;0.641069888;0.294219154;75;0;743;341;0;0;0;7;121;0;0;0;17
60465;20120102;4433;6;0;3;1159;ReprEvadiu;0;2;0;0;323;0.064710958;0;0.641069888;0.294219154;75;0;743;341;0;0;0;7;121;0;0;0;17
60465;20120102;4434;3;2;7;3950;ReprEvadiu;0;0;0;0;0;0;0;0.910379747;0.089620253;0;0;3596;354;0;4;0;9;1581;0;0;2;23
60465;20120102;4434;6;5;10;5069;ReprEvadiu;0;1;4;0;0;0;0;0.70941014;0.29058986;0;0;3596;1473;0;9;0;11;1625;0;0;2;38
60465;20120102;4434;3;6;10;6272;Sucesso;0;2;74;0;173;0.059789541;0.111128827;0.311702806;0.517378827;375;697;1955;3245;0;8;0;13;1466;0;0;2;64
60465;20120102;4434;6;7;20;23170;Sucesso;0;2;0;0;173;0.418860596;0.179283556;0.196763056;0.205092792;9705;4154;4559;4752;0;21;0;83;11577;0;0;10;186
60465;20120102;4434;3;12;11;22489;Sucesso;1;9;541;20;2983;0.031793321;0;0.241273511;0.726933167;715;0;5426;16348;0;5;0;39;8507;0;0;23;141
60465;20120102;4434;6;5;19;47216;Sucesso;5;25;949;36;5957;0.02149695;0;0.145416808;0.833086242;1015;0;6866;39335;0;12;0;82;21592;0;0;45;272
60465;20120102;4433;3;3;5;1614;ReprEvadiu;0;2;0;0;0;0;0.59913259;0.40086741;0;0;967;647;0;0;4;0;0;0;0;0;2;15
60465;20120102;4433;6;1;8;2871;ReprEvadiu;0;2;0;0;0;0;0.774642982;0.225357018;0;0;2224;647;0;0;9;0;0;0;0;0;2;26
60465;20120102;4433;3;3;7;4464;Sucesso;0;7;0;0;308;0;0;0.253136201;0.746863799;0;0;1130;3334;0;7;0;18;1392;0;0;2;58
60465;20120102;4433;6;7;16;13307;Sucesso;0;10;622;0;308;0;0;0.1472909;0.8527091;0;0;1960;11347;0;21;0;36;4790;0;0;4;112
60465;20120102;4433;3;17;8;13730;ReprEvadiu;0;5;395;4;2194;0;0.08572469;0.40772032;0.506554989;0;1177;5598;6955;0;12;0;12;3507;0;0;6;75
60465;20120102;4433;6;1;12;16851;ReprEvadiu;1;9;0;4;2194;0;0.069847487;0.350008902;0.580143612;0;1177;5898;9776;0;18;0;12;3507;0;0;9;95
60465;20120102;4433;3;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120102;4433;6;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120102;4433;3;23;7;27050;Sucesso;0;14;644;72;7584;0;0.145508318;0.134380776;0.720110906;0;3936;3635;19479;0;11;0;44;6654;0;0;74;176
60465;20120102;4433;6;32;22;48104;Sucesso;2;46;2418;72;7584;0;0.113836687;0.09128139;0.794881923;0;5476;4391;38237;0;34;0;63;8916;0;0;78;376
60465;20120102;4433;3;11;11;13317;Sucesso;0;11;1393;12;2849;0.02455508;0.130134415;0.208380266;0.63693024;327;1733;2775;8482;0;13;0;22;2305;0;0;16;119
60465;20120102;4433;6;6;18;24473;Sucesso;0;13;18;12;2849;0.044375434;0.084256119;0.471294896;0.40007355;1086;2062;11534;9791;0;27;0;38;6967;0;0;18;180
60465;20120102;4433;3;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120102;4434;3;10;8;7498;Sucesso;2;11;804;0;0;0;0.188450253;0.512536676;0.29901307;0;1413;3843;2242;0;11;0;18;2396;0;0;6;73
60465;20120102;4434;6;3;13;10868;Sucesso;2;12;0;0;0;0;0.160563121;0.353606919;0.48582996;0;1745;3843;5280;0;18;0;20;2780;0;0;8;96
60465;20120102;4434;3;11;12;12608;Sucesso;0;9;0;12;1506;0;0.234930203;0.302506345;0.462563452;0;2962;3814;5832;0;6;0;22;3053;0;0;14;105
60465;20120102;4434;6;27;23;29926;Sucesso;0;20;1282;12;1506;0.020049455;0.109002205;0.328777652;0.542170688;600;3262;9839;16225;0;25;0;82;9163;0;0;16;251
60465;20120102;4434;3;69;12;31496;Sucesso;0;46;6498;0;2338;0;0.260636271;0.435325121;0.304038608;0;8209;13711;9576;0;26;0;91;4335;0;0;2;481
60465;20120102;4434;6;17;27;54210;Sucesso;0;68;556;6;3874;0;0.26779192;0.450525733;0.281682346;0;14517;24423;15270;0;49;0;150;8352;0;0;12;712
60465;20120102;4434;3;9;11;18982;ReprEvadiu;2;13;101;0;309;0.053577073;0.357338531;0.163417975;0.425666421;1017;6783;3102;8080;0;8;0;30;7769;0;0;4;114
60465;20120102;4434;3;20;6;12107;ReprEvadiu;2;18;416;10;1054;0;0.229701825;0.098290245;0.672007929;0;2781;1190;8136;0;7;0;32;4386;0;0;16;132
60465;20120102;4434;6;17;13;23337;ReprEvadiu;2;18;0;12;1574;0;0.14873377;0.082401337;0.768864893;0;3471;1923;17943;0;9;0;64;8585;0;0;18;199
60465;20120102;4435;3;14;12;18403;ReprEvadiu;0;8;1848;0;0;0.017768842;0.183448351;0.508612726;0.290170081;327;3376;9360;5340;0;13;0;36;5638;0;0;0;120
60465;20120102;4435;6;4;22;25306;ReprEvadiu;0;9;0;0;0;0.012921837;0.246897969;0.405437446;0.334742749;327;6248;10260;8471;0;22;0;59;8979;0;0;0;174
60465;20120102;4435;6;3;7;13060;ReprEvadiu;1;4;0;0;9;0.061255743;0.060949464;0.05949464;0.818300153;800;796;777;10687;0;16;0;57;4821;0;0;1;124
60465;20120102;4435;3;2;7;8152;ReprEvadiu;1;13;378;0;619;0;0.038886163;0.442100098;0.519013739;0;317;3604;4231;0;14;0;17;1759;0;0;3;101
60465;20120102;4435;6;0;7;8152;ReprEvadiu;1;13;0;0;619;0;0.038886163;0.442100098;0.519013739;0;317;3604;4231;0;14;0;17;1759;0;0;3;101
60465;20120102;4435;3;23;19;35169;Sucesso;5;38;733;34;8097;0;0.068554693;0.435866815;0.495578492;0;2411;15329;17429;0;14;0;23;3024;0;0;43;215
60465;20120102;4435;6;12;32;55915;Sucesso;7;58;1156;53;10677;0;0.04311902;0.314405795;0.642475186;0;2411;17580;35924;0;21;0;26;3777;0;0;66;327
60465;20120102;4435;3;9;5;7921;ReprEvadiu;0;7;2731;0;0;0.053654842;0;0;0.946345158;425;0;0;7496;0;8;0;12;1371;0;0;2;62
60465;20120102;4435;6;0;7;8790;ReprEvadiu;0;7;0;0;0;0.048350398;0.043458476;0;0.908191126;425;382;0;7983;0;13;0;13;1447;0;0;2;71
60465;20120102;4433;3;22;12;31162;Sucesso;1;33;1360;0;433;0.475418779;0.106604197;0;0.417977023;14815;3322;0;13025;0;23;0;77;11741;0;0;4;277
60465;20120102;4434;6;3;20;27019;ReprEvadiu;2;14;0;0;309;0.080757985;0.284022355;0.168474037;0.466745623;2182;7674;4552;12611;0;12;0;48;11846;0;0;6;159
60465;20120102;4434;3;5;5;4732;ReprEvadiu;0;1;32;8;496;0;0;0.126796281;0.873203719;0;0;600;4132;0;0;0;5;260;0;0;8;35
60465;20120102;4434;6;0;8;8182;ReprEvadiu;0;6;0;8;496;0.041432413;0;0.416890736;0.541676852;339;0;3411;4432;0;2;0;9;1004;0;0;8;61
60465;20120102;4433;6;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120102;4433;3;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120102;4433;6;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120102;4433;6;6;24;61590;Sucesso;1;46;0;0;891;0.366260757;0.053937327;0.078665368;0.501136548;22558;3322;4845;30865;0;48;0;190;31588;0;0;6;477
60465;20120102;4433;3;3;4;11631;ReprEvadiu;1;6;0;0;0;0;0;0.191471069;0.808528931;0;0;2227;9404;0;4;0;18;5080;0;0;1;58
60465;20120102;4433;6;0;4;11631;ReprEvadiu;1;6;0;0;0;0;0;0.191471069;0.808528931;0;0;2227;9404;0;4;0;18;5080;0;0;1;58
60465;20120102;4433;3;7;12;13088;ReprEvadiu;2;4;85;0;0;0.029492665;0.564333741;0.29530868;0.110864914;386;7386;3865;1451;0;19;0;25;3730;0;0;6;123
60465;20120102;4433;6;4;21;18254;ReprEvadiu;2;4;0;0;0;0.02114605;0.484606114;0.244603922;0.249643914;386;8846;4465;4557;0;30;0;28;4126;0;0;8;151
60465;20120102;4433;3;2;7;2737;ReprEvadiu;0;3;0;0;0;0;0.337595908;0.202411399;0.459992693;0;924;554;1259;0;2;0;4;518;0;0;0;23
60465;20120102;4433;6;0;8;3307;ReprEvadiu;0;3;0;0;0;0;0.279407318;0.339885092;0.38070759;0;924;1124;1259;0;5;0;4;518;0;0;0;29
50404;20120101;4429;3;26;11;22935;Sucesso;7;55;5522;0;16;0;0.364246784;0.508654894;0.127098321;0;8354;11666;2915;0;0;0;40;4747;1;1109;18;264
50404;20120101;4429;6;49;27;64633;Sucesso;12;109;5306;0;638;0;0.310893816;0.491977782;0.197128402;0;20094;31798;12741;0;12;0;104;10748;3;2887;43;655
50404;20120101;4429;3;8;15;34484;Sucesso;10;54;4314;7;1850;0.082386034;0.026998028;0.334038975;0.556576963;2841;931;11519;19193;0;0;0;37;7943;1;1080;33;356
50404;20120101;4429;6;31;35;86688;Sucesso;18;89;4346;182;15389;0.102320967;0.040432355;0.315303156;0.541943522;8870;3505;27333;46980;0;7;0;90;20416;3;4238;245;598
50404;20120101;4429;3;13;14;26112;ReprEvadiu;6;46;4266;0;701;0.034466912;0.132238051;0.19029565;0.642999387;900;3453;4969;16790;0;0;0;26;5349;1;2117;24;176
50404;20120101;4429;6;4;23;42013;ReprEvadiu;6;55;485;0;701;0.021421941;0.140313712;0.296503463;0.541760884;900;5895;12457;22761;0;7;0;46;9889;2;5023;42;258
50404;20120101;4429;6;6;24;58013;ReprEvadiu;8;60;1565;18;4567;0.06570941;0.03337183;0.216123972;0.684794787;3812;1936;12538;39727;0;5;0;64;12016;3;6878;72;335
50404;20120101;4429;3;2;3;7433;ReprEvadiu;2;10;0;0;0;0;0;0.946051392;0.053948608;0;0;7032;401;0;0;0;5;989;1;1112;8;45
50404;20120101;4429;6;11;13;15945;ReprEvadiu;2;16;600;0;17;0;0.173471308;0.645468799;0.181059893;0;2766;10292;2887;0;5;0;16;3945;1;1127;8;103
50404;20120101;4429;3;23;14;31204;Sucesso;12;72;12500;0;333;0;0.439623125;0.504069991;0.056306884;0;13718;15729;1757;0;0;0;39;4079;1;1509;19;394
50404;20120101;4429;6;17;29;75748;Sucesso;19;135;6503;0;443;0.019736495;0.364946929;0.427958494;0.187358082;1495;27644;32417;14192;0;5;0;76;12250;3;4105;52;829
50404;20120101;4429;3;9;13;30818;ReprEvadiu;8;46;1070;10;3100;0;0.164092414;0.160003894;0.675903693;0;5057;4931;20830;0;0;0;29;6926;1;1213;28;235
50404;20120101;4429;6;15;27;52048;ReprEvadiu;11;65;848;10;3778;0;0.161466339;0.183388411;0.655145251;0;8404;9545;34099;0;13;0;47;11175;3;3979;46;385
50404;20120101;4429;6;13;10;27323;Sucesso;7;38;2496;0;746;0;0;0.012443729;0.987556271;0;0;340;26983;0;10;0;67;8996;3;3583;25;232
50404;20120101;4429;3;0;2;4255;ReprEvadiu;2;7;0;0;0;0;0;0;1;0;0;0;4255;0;0;0;4;1833;0;0;2;30
50404;20120101;4429;6;0;2;4255;ReprEvadiu;2;7;0;0;0;0;0;0;1;0;0;0;4255;0;0;0;4;1833;0;0;2;30
50404;20120101;4429;6;0;5;11114;ReprEvadiu;2;14;0;0;0;0;0;0.47057765;0.52942235;0;0;5230;5884;0;0;0;22;5182;1;140;9;82
50404;20120101;4429;3;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50404;20120101;4429;6;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50404;20120101;4428;6;3;14;17187;ReprEvadiu;5;28;327;0;0;0;0.580729621;0.12230174;0.296968639;0;9981;2102;5104;0;2;0;23;4925;0;515;5;129
50404;20120101;4428;3;13;15;38124;Sucesso;5;68;3953;0;0;0.058519568;0.013508551;0.121445808;0.806526073;2231;515;4630;30748;0;0;0;25;6381;1;1801;13;264
50404;20120101;4428;6;20;25;54835;Sucesso;7;87;1506;0;0;0.047086715;0.015555758;0.129825841;0.807531686;2582;853;7119;44281;0;3;0;49;10232;3;4105;30;399
50404;20120101;4428;3;26;9;22459;ReprEvadiu;2;38;4723;0;0;0;0.052540184;0.13972127;0.807738546;0;1180;3138;18141;0;0;0;37;9355;1;1736;9;157
50404;20120101;4428;6;17;16;37800;ReprEvadiu;2;60;948;0;902;0;0.031216931;0.168703704;0.800079365;0;1180;6377;30243;0;5;0;59;14650;2;2978;16;277
50404;20120101;4428;3;7;7;18974;Sucesso;7;38;3511;0;0;0.071149995;0.023136924;0.035522294;0.870190787;1350;439;674;16511;0;0;0;8;4296;1;737;12;157
50404;20120101;4428;6;9;14;28447;Sucesso;7;46;460;0;75;0.059725103;0.039828453;0.101381517;0.799064928;1699;1133;2884;22731;0;4;0;21;8405;2;1768;17;242
50404;20120101;4428;6;14;12;21085;ReprEvadiu;3;42;166;0;310;0.066919611;0.065022528;0.114773536;0.753284325;1411;1371;2420;15883;0;2;0;33;4911;2;5247;20;282
50404;20120101;4428;3;13;11;21953;Sucesso;7;30;3334;0;0;0.14540154;0.013665558;0.015806496;0.825126406;3192;300;347;18114;0;0;0;20;7929;1;1103;21;139
50404;20120101;4428;6;24;24;47087;Sucesso;10;40;1686;5;943;0.218552891;0.054133837;0.029264978;0.698048294;10291;2549;1378;32869;0;12;0;37;13553;3;3913;45;308
50404;20120101;4428;3;2;8;23154;ReprEvadiu;12;61;552;0;0;0.02820247;0.101235208;0.019910167;0.850652155;653;2344;461;19696;0;0;0;33;4934;0;0;14;234
50404;20120101;4428;6;12;19;61305;ReprEvadiu;32;103;1465;18;2499;0.043862654;0.133251774;0.05526466;0.767620912;2689;8169;3388;47059;0;10;0;70;14224;3;6697;105;442
50404;20120101;4428;3;16;13;21735;Sucesso;7;39;3904;0;0;0.036162871;0.20437083;0.014538762;0.744927536;786;4442;316;16191;0;0;0;43;7034;1;1229;11;194
50404;20120101;4428;6;10;22;45297;Sucesso;13;58;2102;0;183;0.024217939;0.13495375;0.265271431;0.57555688;1097;6113;12016;26071;0;10;0;81;17222;3;4613;37;327
50404;20120101;4428;3;0;3;5115;ReprEvadiu;1;24;0;0;0;0;0;0.067644184;0.932355816;0;0;346;4769;0;0;0;3;672;0;0;1;52
50404;20120101;4428;6;14;9;16245;ReprEvadiu;2;34;702;0;0;0;0;0.021298861;0.978701139;0;0;346;15899;0;8;0;14;2689;1;2850;21;132
50404;20120101;4428;3;34;13;33623;ReprEvadiu;4;51;6691;0;0;0.091128097;0.143116319;0.185527764;0.58022782;3064;4812;6238;19509;0;0;0;42;8730;1;2683;17;246
50404;20120101;4428;6;17;31;70961;ReprEvadiu;7;76;499;6;2081;0.112371584;0.094389876;0.27189583;0.521342709;7974;6698;19294;36995;0;8;0;79;20519;3;7440;50;490
50404;20120101;4429;3;16;16;33670;Sucesso;4;58;2308;21;3228;0.163142263;0.019037719;0.268993169;0.548826849;5493;641;9057;18479;0;1;0;23;6159;1;1058;38;273
50404;20120101;4429;6;11;27;52379;Sucesso;5;77;667;23;5344;0.123370053;0.03262758;0.29403005;0.549972317;6462;1709;15401;28807;0;8;0;35;11129;2;1536;51;421
50404;20120101;4429;3;33;18;46821;Sucesso;8;78;10310;0;10;0.248884048;0.453728028;0.06928515;0.228102774;11653;21244;3244;10680;0;0;0;73;11607;1;2451;26;335
50404;20120101;4429;6;19;33;87513;Sucesso;16;119;3418;0;404;0.213042634;0.454138242;0.081964965;0.250854159;18644;39743;7173;21953;0;23;0;116;21964;3;6640;55;590
50404;20120101;4429;3;14;18;35164;Sucesso;10;89;4511;11;2014;0.084176999;0.095125697;0.164685474;0.65601183;2960;3345;5791;23068;0;0;0;24;5412;1;1989;30;237
50404;20120101;4429;6;2;27;47407;Sucesso;11;102;59;11;2031;0.062438037;0.139072289;0.18613285;0.612356825;2960;6593;8824;29030;0;5;0;40;8458;3;5906;51;319
50404;20120101;4429;3;10;9;15235;ReprEvadiu;4;16;1741;3;1156;0;0;0.39172957;0.60827043;0;0;5968;9267;0;0;0;15;4243;1;2043;16;69
50404;20120101;4429;6;2;13;22647;ReprEvadiu;4;22;863;4;1264;0;0;0.290899457;0.709100543;0;0;6588;16059;0;6;0;32;6983;2;3288;26;117
50404;20120101;4429;3;0;1;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
50404;20120101;4429;6;0;1;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
50404;20120101;4429;3;55;17;31046;Sucesso;7;130;6276;0;354;0.027733041;0.044256909;0.169232751;0.758777298;861;1374;5254;23557;0;0;0;23;4984;1;1743;20;347
50404;20120101;4429;6;16;36;59542;Sucesso;9;163;2356;4;1893;0.014460381;0.065987034;0.207970844;0.711581741;861;3929;12383;42369;0;13;0;51;10020;3;5626;52;545
50404;20120101;4429;3;27;14;36158;Sucesso;12;78;7318;3;2621;0;0.017561812;0.39982853;0.582609658;0;635;14457;21066;0;0;0;47;11252;1;869;28;307
50404;20120101;4429;6;40;28;88938;Sucesso;35;180;13209;3;4831;0;0.035755245;0.504283883;0.459960872;0;3180;44850;40908;0;10;0;84;22973;3;7628;98;665
50404;20120101;4429;3;6;12;22318;Sucesso;5;55;2589;2;1674;0;0;0.217671834;0.782328166;0;0;4858;17460;0;0;0;25;5355;1;1260;24;204
50404;20120101;4429;3;9;9;24007;ReprEvadiu;7;44;3730;30;2927;0;0;0.17998917;0.82001083;0;0;4321;19686;0;0;0;22;5457;1;724;45;172
50404;20120101;4429;6;6;18;38547;ReprEvadiu;11;63;551;30;4229;0;0;0.112096921;0.887903079;0;0;4321;34226;0;2;0;34;9589;3;2135;65;271
50404;20120101;4429;3;14;12;29464;Sucesso;11;56;5839;0;22;0.066725496;0.275556611;0.265103177;0.392614716;1966;8119;7811;11568;0;0;0;25;9584;1;947;23;181
50404;20120101;4429;6;15;26;54970;Sucesso;17;78;2327;0;1116;0.035764963;0.231708204;0.237474986;0.495051846;1966;12737;13054;27213;0;7;0;45;15849;3;4596;50;305
50404;20120101;4429;3;16;18;36738;Sucesso;7;93;5223;0;931;0.10169307;0.049703304;0.470629866;0.37797376;3736;1826;17290;13886;0;0;0;38;6278;1;1087;22;346
50404;20120101;4429;6;32;35;72840;Sucesso;8;122;4338;0;2984;0.060008237;0.120222405;0.332180121;0.487589237;4371;8757;24196;35516;0;13;0;64;11497;3;5064;51;542
50404;20120101;4429;3;15;12;35348;Sucesso;22;53;8552;108;5835;0.063652823;0;0.111406586;0.824940591;2250;0;3938;29160;0;0;0;30;9806;1;583;140;197
50404;20120101;4429;3;8;9;13936;ReprEvadiu;2;21;213;5;1323;0;0.071828358;0;0.928171642;0;1001;0;12935;0;0;0;19;3499;1;955;12;97
50404;20120101;4429;6;7;15;22621;ReprEvadiu;3;33;1140;5;1361;0;0.070067636;0.027319747;0.902612617;0;1585;618;20418;0;5;0;22;3855;3;3121;29;178
50404;20120101;4429;3;6;8;27860;ReprEvadiu;12;36;1824;26;5596;0.206281407;0;0;0.793718593;5747;0;0;22113;0;0;0;15;3061;1;3302;71;156
50404;20120101;4429;6;6;19;38055;ReprEvadiu;12;38;270;26;6176;0.151018263;0.017185652;0.024990146;0.806805939;5747;654;951;30703;0;3;0;25;5261;3;5708;115;222
50404;20120101;4429;3;14;5;19758;ReprEvadiu;2;31;3932;0;83;0.022978034;0.283631947;0.046057293;0.647332726;454;5604;910;12790;0;0;0;26;8458;1;2282;17;127
50404;20120101;4429;6;4;8;22595;ReprEvadiu;2;32;300;0;315;0.020092941;0.248019473;0.040274397;0.691613189;454;5604;910;15627;0;0;0;28;9058;2;2961;23;144
50404;20120101;4429;3;19;14;18117;Sucesso;4;22;2435;0;0;0.016559033;0.263233427;0.320914059;0.399293481;300;4769;5814;7234;0;0;0;23;2992;1;1724;9;123
50404;20120101;4429;6;8;26;41243;Sucesso;7;39;998;0;1307;0.03663652;0.198724632;0.419828819;0.344810028;1511;8196;17315;14221;0;8;0;45;6229;3;4509;23;254
50404;20120101;4429;3;12;7;16381;Sucesso;6;25;3693;4;2428;0.172639033;0;0;0.827360967;2828;0;0;13553;0;0;0;14;3871;1;1644;23;87
50404;20120101;4429;6;28;31;82656;Sucesso;36;96;1560;339;16271;0.035121467;0.145978513;0.120269551;0.698630468;2903;12066;9941;57746;0;6;0;82;21878;3;2853;405;413
50404;20120101;4429;3;16;12;27425;Sucesso;9;48;4046;3;2200;0;0.035405652;0.258304467;0.706289881;0;971;7084;19370;0;0;0;23;8430;1;1370;24;190
50404;20120101;4429;3;29;15;33506;Sucesso;4;80;4105;0;870;0;0.016206053;0.01790724;0.965886707;0;543;600;32363;0;0;0;62;10602;1;2107;25;337
50404;20120101;4429;6;39;29;62806;Sucesso;6;107;1101;1;1917;0;0.008645671;0.028739292;0.962615037;0;543;1805;60458;0;19;0;93;20299;3;7097;52;630
50404;20120101;4429;3;0;6;7302;ReprEvadiu;1;12;0;0;0;0;0.042454122;0.491783073;0.465762805;0;310;3591;3401;0;0;0;10;990;0;0;1;55
50404;20120101;4429;6;0;7;10299;ReprEvadiu;1;18;0;0;0;0;0.03010001;0.609767939;0.360132052;0;310;6280;3709;0;1;0;17;2140;0;0;1;80
50404;20120101;4429;3;13;11;21827;Sucesso;5;30;2473;1;704;0.042378705;0;0.264947084;0.692674211;925;0;5783;15119;0;0;0;28;8042;1;1809;10;122
50404;20120101;4429;6;13;24;46112;Sucesso;9;39;968;1;1334;0.020059854;0.039360687;0.215388619;0.72519084;925;1815;9932;33440;0;8;0;64;17971;3;3816;27;232
50404;20120101;4429;6;32;29;56692;Sucesso;15;101;3798;3;4086;0;0.08574402;0.248835815;0.665420165;0;4861;14107;37724;0;10;0;55;15162;3;4799;52;447
50404;20120101;4429;3;6;5;14330;Sucesso;4;24;1417;14;2579;0;0.03175157;0.106489881;0.861758548;0;455;1526;12349;0;0;0;22;5176;1;1705;24;90
50404;20120101;4429;6;11;14;27320;Sucesso;8;42;2711;14;2592;0.01193265;0.028770132;0.206954612;0.752342606;326;786;5654;20554;0;4;0;46;11122;3;2676;40;174
50404;20120101;4429;3;1;3;2898;ReprEvadiu;0;0;0;0;0;0;0;0;1;0;0;0;2898;0;0;0;15;2724;0;0;0;18
50404;20120101;4429;6;0;3;2898;ReprEvadiu;0;0;0;0;0;0;0;0;1;0;0;0;2898;0;0;0;15;2724;0;0;0;18
50404;20120101;4429;3;11;9;27492;Sucesso;5;45;4354;6;1972;0.013567583;0;0.272115525;0.714316892;373;0;7481;19638;0;0;0;27;7516;1;801;20;200
50404;20120101;4429;6;11;19;48016;Sucesso;7;65;1620;12;5337;0.007768244;0.006851883;0.274595968;0.710783905;373;329;13185;34129;0;7;0;47;14252;3;2667;43;334
50404;20120101;4429;3;15;9;24942;Sucesso;6;44;7294;15;3641;0.012669393;0.130502766;0.053564269;0.803263571;316;3255;1336;20035;0;0;0;19;2920;1;1696;36;160
50404;20120101;4429;6;18;22;52733;Sucesso;14;67;2248;38;8820;0.022111391;0.10080974;0.15385053;0.723228339;1166;5316;8113;38138;0;6;0;47;6901;3;6724;88;289
50404;20120101;4429;3;22;11;29004;ReprEvadiu;9;53;5065;2;253;0;0.02641015;0;0.97358985;0;766;0;28238;0;0;0;17;3313;1;2404;31;257
50404;20120101;4429;6;4;23;55583;ReprEvadiu;18;93;2459;2;909;0.038824821;0.023136571;0.189608333;0.748430275;2158;1286;10539;41600;0;13;0;31;5115;2;4888;55;499
50404;20120101;4429;3;11;16;34139;Sucesso;7;53;6460;12;1628;0.443334603;0.040335101;0.029086968;0.487243329;15135;1377;993;16634;0;0;0;33;6527;1;666;28;274
50404;20120101;4429;6;16;32;69007;Sucesso;11;86;2256;17;1879;0.434492153;0.148405234;0.037083194;0.380019418;29983;10241;2559;26224;0;8;0;83;21250;3;1974;49;493
50404;20120101;4429;3;10;10;23442;ReprEvadiu;10;42;50;0;10;0;0.131516082;0.167775787;0.700708131;0;3083;3933;16426;0;1;0;20;4872;1;1692;23;154
50404;20120101;4429;6;2;13;24135;ReprEvadiu;10;42;0;0;10;0.014087425;0.127739797;0.162958359;0.695214419;340;3083;3933;16779;0;2;0;20;4872;1;1992;23;160
50404;20120101;4428;3;19;15;29507;Sucesso;2;46;980;0;300;0.012200495;0.162605483;0.623343613;0.201850408;360;4798;18393;5956;0;0;0;37;9090;1;1022;11;322
