CodigoPessoa;CodigoDisciplina;PeriodoLetivo;NumeroModulos;CodigoTurma;NumeroModulo;NumeroUltimoModulo;Login_Quantidade;Numero_Dias_Acessados_Modulo;Numero_Dias_Acessados_Modulo_Somado;Turno_TempoUsoTotal;Turno_TempoUsoTotal_Somado;QuantidadeMatriculasValidas;QuantidadeMatriculasAprovadas;MatriculasPercentualAproveitamento;StatusMatricula;Evadido;Forum_Quantidade_Post;Forum_Quantidade_Post_Somado;Forum_Quantidade_Visualizacoes;Forum_Quantidade_Visualizacoes_Somado;Forum_TempoUso_Somado;Chat_Quantidade_Mensagens;Chat_Quantidade_Mensagens_Somado;Chat_TempoUso;Chat_TempoUso_Somado;Turno_PercentualUsoMadrugada;Turno_PercentualUsoMadrugada_Somado;Turno_PercentualUsoManha;Turno_PercentualUsoManha_Somado;Turno_PercentualUsoTarde;Turno_PercentualUsoTarde_Somado;Turno_PercentualUsoNoite;Turno_PercentualUsoNoite_Somado;Turno_TempoUsoMadrugada;Turno_TempoUsoMadrugada_Somado;Turno_TempoUsoManha;Turno_TempoUsoManha_Somado;Turno_TempoUsoTarde;Turno_TempoUsoTarde_Somado;Turno_TempoUsoNoite;Turno_TempoUsoNoite_Somado;Assignment_Post_Quantidade;Assignment_Post_Quantidade_Somado;Assignment_View_Quantidade;Assignment_View_Quantidade_Somado;Assignment_View_TempoUso;Assignment_View_TempoUso_Somado;Resource_View_Quantidade;Resource_View_Quantidade_Somado;Resource_View_Tempo;Resource_View_Tempo_Somado;Questionario_Quantidade;Questionario_Quantidade_Somado;Questionario_TempoUso;Questionario_TempoUso_Somado;Log_Post_Quantidade;Log_Post_Quantidade_Somado;Log_View_Quantidade;Log_View_Quantidade_Somado;Disciplina_Reprovado
31572;97597;20120201;9;4918;6;9;1;1;10;324;11357;6;0;0;Aprovado;Sucesso;0;4;0;22;0;0;0;0;23;1;0.101347187;0;0;0;0.249185524;0;0.649467289;324;1151;0;0;0;2830;0;7376;0;0;1;3;0;0;0;5;0;679;0;0;0;0;0;4;2;91;1
32024;97597;20120201;9;4918;6;10;1;1;10;879;7009;5;1;20;Aprovado;Sucesso;0;1;0;2;0;0;0;28;328;0;0;0;0;1;0.490369525;0;0.509630475;0;0;0;0;879;3437;0;3572;0;0;4;9;0;0;0;6;0;626;0;0;0;0;3;6;6;44;0
32071;97597;20120201;9;4918;6;10;11;5;22;5658;22737;4;4;100;Aprovado;Sucesso;1;4;6;34;1354;12;12;2891;3172;0;0;0.24991163;0.150635528;0.108518911;0.234419668;0.641569459;0.614944804;0;0;1414;3425;614;5330;3630;13982;0;0;3;14;0;0;0;13;0;1592;0;0;0;0;13;18;32;190;0
32074;97597;20120201;9;4918;6;9;0;0;11;0;8097;3;3;100;Aprovado;Sucesso;0;3;0;10;0;0;0;0;35;0;0;0;0.403359269;0;0.553291342;0;0.043349389;0;0;0;3266;0;4480;0;351;0;0;0;10;0;0;0;11;0;387;0;0;0;0;0;5;0;88;0
33096;97597;20120201;9;4918;6;9;12;4;21;4442;27483;0;0;0;Aprovado;Sucesso;6;11;9;31;2647;0;53;9;5762;0;0;0.113012157;0.113961358;0.262044124;0.329330859;0.624943719;0.556707783;0;0;502;3132;1164;9051;2776;15300;0;0;1;9;0;0;2;25;18;2885;0;0;0;0;9;69;40;226;0
34850;97597;20120201;9;4918;6;9;14;2;16;4926;20998;5;5;100;Aprovado;Sucesso;3;7;7;25;2738;0;1;11;816;0;0;0.522127487;0.564244214;0.06455542;0.223068864;0.413317093;0.212686923;0;0;2572;11848;318;4684;2036;4466;0;0;6;19;0;0;0;8;0;2219;0;0;0;0;7;14;43;165;0
35668;97597;20120201;9;4918;6;9;8;3;21;4996;33422;0;0;0;Aprovado;Sucesso;0;3;3;21;367;11;24;2496;7140;0;0.058225121;0;0;0.060048038;0.153042906;0.939951962;0.788731973;0;1946;0;0;300;5115;4696;26361;0;0;1;14;0;0;0;28;0;2722;0;0;0;0;11;29;15;258;0
35747;97597;20120201;9;4918;6;9;2;1;17;1036;37361;0;0;0;Aprovado;Sucesso;0;3;1;24;314;0;15;0;8828;0;0;0;0.140199673;0;0.193276411;1;0.666523915;0;0;0;5238;0;7221;1036;24902;0;0;1;13;0;0;0;30;0;7252;0;0;0;0;0;21;5;208;0
35799;97597;20120201;9;4918;6;10;20;6;20;9764;42961;0;0;0;Aprovado;Sucesso;3;12;11;51;838;7;35;2462;7161;0;0;0;0.00779777;0.307251127;0.231093317;0.692748873;0.761108913;0;0;0;335;3000;9928;6764;32698;0;0;5;16;0;0;5;25;1395;4218;0;0;0;0;10;49;75;335;0
35850;97597;20120201;9;4918;6;9;22;7;38;9289;44344;0;0;0;Aprovado;Sucesso;7;11;23;69;7489;1;2;601;4611;0.067283884;0.27126556;0.03423404;0.08830958;0;0;0.898482076;0.64042486;625;12029;318;3916;0;0;8346;28399;0;0;3;16;0;0;1;27;38;2464;0;0;0;0;9;16;85;344;0
35856;97597;20120201;9;4918;6;10;7;3;18;2946;31247;0;0;0;Aprovado;Sucesso;0;2;0;17;0;1;12;68;2273;0;0.094569079;0;0.071366851;0.712830957;0.429257209;0.287169043;0.404806861;0;2955;0;2230;2100;13413;846;12649;0;0;3;17;0;0;0;23;0;5479;0;0;0;0;1;16;11;164;0
35857;97597;20120201;9;4918;6;9;14;5;31;2775;42860;0;0;0;Aprovado;Sucesso;1;5;5;39;416;0;10;319;3150;0;0;0;0.022141857;0;0.16915539;1;0.808702753;0;0;0;949;0;7250;2775;34661;0;0;3;17;0;0;0;19;0;2772;0;0;0;0;1;17;30;320;0
35864;97597;20120201;9;4918;6;12;12;4;27;8833;43625;0;0;0;Aprovado;Sucesso;5;14;8;49;3546;66;66;3771;4468;0;0;0.263104268;0.480802292;0.671119665;0.505879656;0.065776067;0.013318052;0;0;2324;20975;5928;22069;581;581;0;0;2;19;0;0;1;30;40;3525;0;0;0;0;75;87;49;392;0
35870;97597;20120201;9;4918;6;9;21;6;23;7076;37311;0;0;0;Aprovado;Sucesso;5;10;6;28;2747;0;65;0;6987;0;0;0.355144149;0.26196028;0.156868287;0.162230977;0.487987564;0.575808743;0;0;2513;9774;1110;6053;3453;21484;0;0;6;17;0;0;0;16;0;1481;0;0;0;0;10;82;56;259;0
35888;97597;20120201;9;4918;6;9;11;5;17;3677;18121;0;0;0;Aprovado;Sucesso;2;4;6;26;2230;0;0;0;308;0;0;0;0;0;0.049666133;1;0.950333867;0;0;0;0;0;900;3677;17221;0;0;2;13;0;0;0;15;0;3569;0;0;0;0;3;9;33;183;0
35954;97597;20120201;9;4918;6;9;19;4;25;7114;45630;0;0;0;Aprovado;Sucesso;2;12;24;155;4271;0;5;198;3215;0;0;0.051447849;0.065439404;0;0;0.948552151;0.934560596;0;0;366;2986;0;0;6748;42644;0;0;12;55;0;0;8;45;417;3646;0;0;0;0;4;21;98;597;0
35969;97597;20120201;9;4918;6;9;29;6;34;13854;126824;0;0;0;Aprovado;Sucesso;2;13;17;120;1970;70;225;5011;19738;0.047711852;0.024735066;0.090587556;0.063292437;0.059766133;0.096614206;0.801934459;0.815358292;661;3137;1255;8027;828;12253;11110;103407;0;0;9;37;0;0;6;47;1607;6886;0;0;0;0;71;233;112;829;0
35977;97597;20120201;9;4918;6;11;30;6;33;13102;60555;0;0;0;Aprovado;Sucesso;0;3;8;35;1595;42;58;6053;11981;0;0.005631244;0.022897268;0.021633226;0.155014502;0.15746016;0.822088231;0.815275369;0;341;300;1310;2031;9535;10771;49369;0;0;10;22;0;0;9;76;102;7961;0;0;0;0;41;62;95;459;0
35982;97597;20120201;9;4918;6;9;32;7;34;13813;73938;0;0;0;Aprovado;Sucesso;4;13;29;98;5859;44;52;4646;7697;0.029392601;0.089575049;0;0.043171306;0.116846449;0.10353269;0.85376095;0.763720955;406;6623;0;3192;1614;7655;11793;56468;0;0;5;28;0;0;2;64;73;6891;0;0;0;0;48;67;110;689;0
35983;97597;20120201;9;4918;6;10;15;2;14;7060;26632;0;0;0;Aprovado;Sucesso;2;4;8;21;3167;4;13;1595;3989;0;0;0.20694051;0.086512466;0.233569405;0.061917993;0.559490085;0.85156954;0;0;1461;2304;1649;1649;3950;22679;0;0;4;13;0;0;0;11;0;802;0;0;0;0;7;20;43;172;0
36002;97597;20120201;9;4918;6;9;4;4;23;4145;43684;0;0;0;Aprovado;Sucesso;6;11;2;26;2089;1;58;414;11612;0;0;0;0.010598846;0;0.013963923;1;0.975437231;0;0;0;463;0;610;4145;42611;0;0;1;14;0;0;1;21;101;3984;0;0;0;0;9;75;24;198;0
36005;97597;20120201;9;4918;6;9;9;3;21;4120;45136;0;0;0;Aprovado;Sucesso;4;9;6;49;2112;0;5;230;2157;0;0.040765686;0;0.015021269;0;0.068703474;1;0.875509571;0;1840;0;678;0;3101;4120;39517;0;0;3;20;0;0;0;48;0;9138;0;0;0;0;5;18;41;360;0
36008;97597;20120201;9;4918;6;9;24;5;28;22072;49721;0;0;0;Aprovado;Sucesso;9;23;41;98;9264;22;36;6625;11369;0;0.016049557;0.013591881;0.006033668;0.248459587;0.139900646;0.737948532;0.83801613;0;798;300;300;5484;6956;16288;41667;0;0;13;28;0;0;9;22;1548;3193;0;0;0;0;36;66;144;376;0
36028;97597;20120201;9;4918;6;10;5;2;15;1225;20213;0;0;0;Aprovado;Sucesso;0;2;5;17;150;0;12;40;3097;0;0;0;0;0.689795918;0.396972246;0.310204082;0.603027754;0;0;0;0;845;8024;380;12189;0;0;2;12;0;0;0;11;0;1910;0;0;0;0;0;12;15;150;0
36030;97597;20120201;9;4918;6;9;15;3;16;5392;29117;0;0;0;Aprovado;Sucesso;0;9;14;56;1877;28;35;2639;5772;0;0.017618573;0;0.012810386;0.082715134;0.038637222;0.917284866;0.930933819;0;513;0;373;446;1125;4946;27106;0;0;2;6;0;0;1;38;66;3945;0;0;0;0;28;46;61;271;0
36054;97597;20120201;9;4918;6;9;19;3;17;6572;34478;0;0;0;Aprovado;Sucesso;1;8;16;44;1783;3;18;933;4106;0;0;0.29458308;0.164800743;0.387553256;0.165728871;0.317863664;0.669470387;0;0;1936;5682;2547;5714;2089;23082;0;0;3;12;0;0;3;31;1569;5798;0;0;0;0;6;30;71;389;0
36056;97597;20120201;9;4918;6;12;16;4;27;4851;51627;0;0;0;Aprovado;Sucesso;2;4;11;59;3096;0;7;665;6977;0;0;0.296021439;0.027814903;0.061842919;0.204873419;0.642135642;0.767311678;0;0;1436;1436;300;10577;3115;39614;0;0;3;27;0;0;1;61;90;4622;0;0;0;0;3;14;50;529;0
36073;97597;20120201;9;4918;6;10;24;6;40;10436;63053;0;0;0;Aprovado;Sucesso;0;6;1;41;1572;53;76;3112;9130;0;0;0.028746646;0.075000396;0.19126102;0.173219355;0.779992334;0.751780248;0;0;300;4729;1996;10922;8140;47402;0;0;7;20;0;0;0;25;0;3933;0;0;0;0;53;84;57;437;0
36075;97597;20120201;9;4918;6;9;10;4;18;9010;54063;0;0;0;Aprovado;Sucesso;2;7;38;98;4152;51;158;4498;14558;0.034628191;0.013336293;0;0;0.034295228;0.045872408;0.931076582;0.940791299;312;721;0;0;309;2480;8389;50862;0;0;1;22;0;0;2;37;102;7454;0;0;0;0;49;160;95;519;0
36148;97597;20120201;9;4918;6;3;0;0;8;0;11806;0;0;0;Desistente;ReprEvadiu;0;1;0;16;0;0;8;0;1478;0;0.109689988;0;0;0;0.006437405;0;0.883872607;0;1295;0;0;0;76;0;10435;0;0;0;3;0;0;0;17;0;1674;0;0;0;0;0;9;0;158;0
36152;97597;20120201;9;4918;6;11;1;1;12;383;13606;0;0;0;Aprovado;Sucesso;0;4;1;10;309;0;27;5;2187;0;0.04292224;0;0.030280758;0;0;1;0.926797001;0;584;0;412;0;0;383;12610;0;0;1;5;0;0;0;2;0;184;0;0;0;0;0;31;5;110;0
36154;97597;20120201;9;4918;6;13;14;5;26;5081;41092;0;0;0;Aprovado;Sucesso;1;6;14;89;3545;0;1;0;1796;0;0;0;0.007373698;0;0.007300691;1;0.985325611;0;0;0;303;0;300;5081;40489;0;0;11;37;0;0;0;29;0;3320;0;0;0;0;3;11;55;413;0
36234;97597;20120201;9;4918;6;9;23;5;25;11528;51889;0;0;0;Aprovado;Sucesso;1;6;9;47;1590;8;20;1992;9656;0.208795975;0.232804641;0;0.016419665;0.282702984;0.173003912;0.508501041;0.577771782;2407;12080;0;852;3259;8977;5862;29980;0;0;13;31;0;0;11;37;2288;5456;0;0;0;0;15;33;88;366;0
36248;97597;20120201;9;4918;6;9;12;5;25;9865;45941;0;0;0;Aprovado;Sucesso;1;4;11;43;2071;8;8;5179;8511;0;0.034479006;0.110795743;0.030321499;0.032843386;0.068457369;0.856360872;0.866742126;0;1584;1093;1393;324;3145;8448;39819;0;0;1;23;0;0;1;37;110;5164;0;0;0;0;9;14;89;375;0
36259;97597;20120201;9;4918;6;10;14;4;24;6491;47925;0;0;0;Aprovado;Sucesso;0;4;1;48;1283;40;78;3476;8900;0;0;0.09813588;0.053854982;0.207364043;0.126405842;0.694500077;0.819739176;0;0;637;2581;1346;6058;4508;39286;0;0;2;28;0;0;2;42;47;7559;0;0;0;0;42;86;31;444;0
36263;97597;20120201;9;4918;6;9;18;7;34;12429;64951;0;0;0;Aprovado;Sucesso;2;9;11;63;2232;9;21;2182;7947;0;0;0;0;0.077641001;0.138966298;0.922358999;0.861033702;0;0;0;0;965;9026;11464;55925;0;0;8;30;0;0;0;24;0;4107;0;0;0;0;8;29;89;464;0
36264;97597;20120201;9;4918;6;10;44;6;28;16110;60066;0;0;0;Aprovado;Sucesso;8;16;26;96;9023;31;122;2881;11017;0;0;0.138981999;0.110395232;0.152451893;0.193853428;0.708566108;0.69575134;0;0;2239;6631;2456;11644;11415;41791;0;0;14;44;0;0;0;42;0;4574;0;0;0;0;45;147;142;566;0
36267;97597;20120201;9;4918;6;9;11;5;18;2648;25504;0;0;0;Aprovado;Sucesso;0;4;1;25;300;0;0;1;1273;0;0;0;0;0.13141994;0.059010351;0.86858006;0.940989649;0;0;0;0;348;1505;2300;23999;0;0;3;8;0;0;2;14;305;2303;0;0;0;0;0;6;18;198;0
36285;97597;20120201;9;4918;6;10;36;7;37;17584;95853;0;0;0;Aprovado;Sucesso;5;12;27;125;10448;26;105;3023;14167;0;0;0.070689263;0.086747415;0.181869882;0.165190448;0.747440855;0.748062137;0;0;1243;8315;3198;15834;13143;71704;0;0;7;48;0;0;2;68;198;8319;0;0;0;0;37;128;129;793;0
36303;97597;20120201;9;4918;6;11;12;4;16;5184;34428;0;0;0;Aprovado;Sucesso;1;5;10;53;2313;8;10;1304;3051;0.078896605;0.044992448;0;0;0.339891975;0.08853259;0.58121142;0.866474962;409;1549;0;0;1762;3048;3013;29831;0;0;11;23;0;0;0;20;0;2914;0;0;0;0;12;20;40;257;0
36322;97597;20120201;9;4918;6;9;9;3;19;6869;56571;0;0;0;Aprovado;Sucesso;3;8;7;45;4893;0;16;122;3175;0;0.034699758;0.347357694;0.047480158;0.58378221;0.241873044;0.068860096;0.67594704;0;1963;2386;2686;4010;13683;473;38239;0;0;2;12;0;0;0;35;0;7725;0;0;0;0;3;28;33;433;0
36330;97597;20120201;9;4918;6;10;12;4;21;11061;55666;0;0;0;Aprovado;Sucesso;3;6;20;54;6232;8;34;2209;9784;0;0;0;0.01349118;0.086248983;0.17649912;0.913751017;0.810009701;0;0;0;751;954;9825;10107;45090;0;0;8;33;0;0;0;46;0;4982;0;0;0;0;11;42;118;528;0
36345;97597;20120201;9;4918;6;10;57;6;29;14498;62136;0;0;0;Aprovado;Sucesso;4;8;30;50;5373;16;27;1519;5368;0;0;0.066560905;0.025540749;0;0.055668212;0.933439095;0.918791039;0;0;965;1587;0;3459;13533;57090;0;0;42;78;0;0;6;43;436;4204;0;0;0;0;21;39;200;682;0
36348;97597;20120201;9;4918;6;8;17;5;18;17602;57293;0;0;0;Aprovado;Sucesso;6;12;22;61;10020;7;18;4310;10057;0.111635041;0.082627895;0;0.007243468;0.209123963;0.102054352;0.679240995;0.808074285;1965;4734;0;415;3681;5847;11956;46297;0;0;7;51;0;0;2;25;132;3065;0;0;0;0;12;38;137;464;0
36349;97597;20120201;9;4918;6;10;14;4;16;9702;32854;0;0;0;Aprovado;Sucesso;2;8;9;30;2262;17;18;3718;6185;0;0;0.088023088;0.117641687;0.181508967;0.123029159;0.730467945;0.759329153;0;0;854;3865;1761;4042;7087;24947;0;0;8;22;0;0;7;27;1667;4042;0;0;0;0;19;30;47;196;0
36371;97597;20120201;9;4918;6;9;12;2;16;3389;35886;0;0;0;Aprovado;Sucesso;1;5;8;32;2054;0;0;113;1184;0;0;0;0;0.375331956;0.125229895;0.624668044;0.874770105;0;0;0;0;1272;4494;2117;31392;0;0;2;12;0;0;0;47;0;10842;0;0;0;0;1;5;51;288;0
36375;97597;20120201;9;4918;6;9;5;3;21;3067;37694;0;0;0;Aprovado;Sucesso;0;5;4;23;952;0;23;1474;10036;0;0;0;0.060778904;0;0.071576378;1;0.867644718;0;0;0;2291;0;2698;3067;32705;0;0;1;18;0;0;0;10;0;2541;0;0;0;0;0;30;19;188;0
36390;97597;20120201;9;4918;6;9;2;2;11;2646;25094;0;0;0;Aprovado;Sucesso;0;6;3;23;389;0;0;238;538;0;0;0;0.232844505;0;0.028014665;1;0.73914083;0;0;0;5843;0;703;2646;18548;0;0;1;3;0;0;3;27;453;5401;0;0;0;0;0;6;22;127;0
36393;97597;20120201;9;4918;6;9;11;4;18;5492;21811;0;0;0;Aprovado;Sucesso;0;3;2;15;26;33;34;3312;3929;0;0;0.106154406;0.099399386;0.054624909;0.027509055;0.839220685;0.873091559;0;0;583;2168;300;600;4609;19043;0;0;4;18;0;0;5;19;224;3385;0;0;0;0;33;39;30;189;0
36397;97597;20120201;9;4918;6;10;27;7;35;11467;62866;0;0;0;Aprovado;Sucesso;0;3;16;60;2911;0;55;1323;10054;0;0.089173798;0.254469347;0.051188242;0.342460975;0.173050616;0.403069678;0.686587345;0;5606;2918;3218;3927;10879;4622;43163;0;0;9;31;0;0;4;46;1324;6752;0;0;0;0;0;60;76;509;0
36419;97597;20120201;9;4918;6;9;7;1;12;7114;44152;0;0;0;Aprovado;Sucesso;1;5;6;24;2055;0;13;1597;6696;0;0.084163798;0;0.089350426;0.042170368;0.100516398;0.957829632;0.725969379;0;3716;0;3945;300;4438;6814;32053;0;0;5;13;0;0;0;20;0;4883;0;0;0;0;3;22;43;256;0
36445;97597;20120201;9;4918;6;3;0;0;7;0;6162;0;0;0;Aprovado;Sucesso;0;1;0;5;0;0;0;0;0;0;0;0;0.062966569;0;0.120253165;0;0.816780266;0;0;0;388;0;741;0;5033;0;0;0;0;0;0;0;4;0;1506;0;0;0;0;0;1;0;24;0
36456;97597;20120201;9;4918;6;10;26;7;35;21134;106017;0;0;0;Aprovado;Sucesso;2;10;16;108;7859;20;24;3988;6331;0.341440333;0.092928493;0;0.009630531;0.046276143;0.0462473;0.612283524;0.851193676;7216;9852;0;1021;978;4903;12940;90241;0;0;18;42;0;0;19;89;2762;12561;0;0;0;0;22;40;179;1114;0
36457;97597;20120201;9;4918;6;9;3;2;11;3425;12798;0;0;0;Aprovado;Sucesso;0;2;2;13;1876;1;2;1052;1879;0;0;0;0;0.09810219;0.076340053;0.90189781;0.923659947;0;0;0;0;336;977;3089;11821;0;0;2;10;0;0;0;11;0;616;0;0;0;0;1;6;14;106;0
36461;97597;20120201;9;4918;6;10;6;2;18;1987;24989;0;0;0;Aprovado;Sucesso;0;6;2;46;25;1;9;165;1208;0;0.06674937;0.203824862;0.081515867;0;0.21061267;0.796175138;0.641122094;0;1668;405;2037;0;5263;1582;16021;0;0;4;5;0;0;0;1;0;300;0;0;0;0;1;15;13;148;0
36462;97597;20120201;9;4918;6;10;0;0;10;0;16598;0;0;0;Desistente;ReprEvadiu;0;1;0;18;0;0;0;0;746;0;0;0;0;0;0.440775997;0;0.559224003;0;0;0;0;0;7316;0;9282;0;0;0;2;0;0;0;13;0;638;0;0;0;0;0;1;0;142;0
36576;97597;20120201;9;4918;6;6;5;2;16;6123;32987;0;0;0;Aprovado;Sucesso;0;2;2;21;602;27;35;4576;7485;0;0;0;0.107193743;0.122325657;0.13802407;0.877674343;0.754782187;0;0;0;3536;749;4553;5374;24898;0;0;0;15;0;0;3;54;273;7784;0;0;0;0;25;37;30;209;0
36629;97597;20120201;9;4918;6;8;9;4;12;8627;30930;0;0;0;Aprovado;Sucesso;1;7;6;30;2458;2;2;2895;2974;0.055639272;0.249207889;0.110583053;0.030843841;0;0.096249596;0.833777675;0.623698674;480;7708;954;954;0;2977;7193;19291;0;0;1;9;0;0;2;24;932;5447;0;0;0;0;2;10;35;183;0
36643;97597;20120201;9;4918;6;12;8;3;21;11982;50350;0;0;0;Aprovado;Sucesso;2;5;9;65;4214;11;32;3432;8690;0.188616258;0.120774578;0;0.001171797;0;0.036365442;0.811383742;0.841688183;2260;6081;0;59;0;1831;9722;42379;0;0;1;18;0;0;5;20;1582;6062;0;0;0;0;13;39;60;327;0
37620;97597;20120201;9;4918;6;9;8;3;17;7545;34738;0;0;0;Aprovado;Sucesso;2;6;5;32;2776;43;60;3491;5109;0;0;0;0.081754851;0.304572565;0.12352467;0.695427435;0.794720479;0;0;0;2840;2298;4291;5247;27607;0;0;0;18;0;0;0;7;0;1059;0;0;0;0;45;69;57;273;0
12543;97597;20120201;9;5057;6;11;62;7;28;20086;49169;0;0;0;Aprovado;Sucesso;8;16;24;58;6177;0;0;142;1496;0;0;0.137907;0.137607029;0.443891268;0.38036161;0.418201733;0.482031361;0;0;2770;6766;8916;18702;8400;23701;0;0;9;26;0;0;4;29;420;3181;0;0;0;0;10;21;141;366;0
13509;97597;20120201;9;5057;6;9;8;4;19;2006;25767;0;0;0;Aprovado;Sucesso;0;3;0;23;0;1;21;133;4696;0;0;0.149551346;0.275313385;0.316550349;0.103232817;0.533898305;0.621453797;0;0;300;7094;635;2660;1071;16013;0;0;0;13;0;0;1;23;300;3141;0;0;0;0;1;24;15;307;0
14204;97597;20120201;9;5057;6;7;0;0;8;0;10076;0;0;0;Desistente;ReprEvadiu;0;1;0;14;0;0;0;0;450;0;0;0;0.098451767;0;0.58465661;0;0.316891624;0;0;0;992;0;5891;0;3193;0;0;0;4;0;0;0;6;0;575;0;0;0;0;0;1;0;96;0
15566;97597;20120201;9;5057;6;9;7;3;17;1930;14731;0;0;0;Aprovado;Sucesso;1;6;4;23;697;0;2;642;1748;0;0;0.238341969;0.031226665;0;0.151652977;0.761658031;0.817120358;0;0;460;460;0;2234;1470;12037;0;0;4;12;0;0;2;17;32;2646;0;0;0;0;1;9;29;148;0
16014;97597;20120201;9;5057;6;10;1;1;11;338;11965;0;0;0;Aprovado;Sucesso;0;3;0;21;0;0;12;0;1559;0;0.31700794;1;0.304638529;0;0.098955286;0;0.279398245;0;3793;338;3645;0;1184;0;3343;0;0;1;15;0;0;0;1;0;31;0;0;0;0;0;16;2;143;0
21708;97597;20120201;9;5057;6;11;38;6;36;11125;50437;0;0;0;Aprovado;Sucesso;2;5;24;96;4645;0;4;76;1410;0;0;0.204224719;0.200388604;0.317123596;0.41590499;0.478651685;0.383706406;0;0;2272;10107;3528;20977;5325;19353;0;0;10;37;0;0;0;6;0;857;0;0;0;0;2;11;96;493;0
22674;97597;20120201;9;5057;6;11;8;5;8;9704;17103;0;0;0;Aprovado;Sucesso;3;6;32;36;2735;9;11;1377;1461;0.197341303;0.11196866;0;0;0.513808739;0.309068584;0.288849959;0.578962755;1915;1915;0;0;4986;5286;2803;9902;0;0;13;13;0;0;3;3;1090;1090;0;0;0;0;15;20;110;166;0
23218;97597;20120201;9;5057;6;9;2;3;18;910;29577;0;0;0;Aprovado;Sucesso;0;9;0;21;0;0;13;0;4421;0;0;0.340659341;0.242790006;0.32967033;0.274436217;0.32967033;0.482773777;0;0;310;7181;300;8117;300;14279;0;0;2;10;0;0;0;31;0;4967;0;0;0;0;0;24;4;198;0
27546;97597;20120201;9;5057;6;9;4;2;23;1749;31558;4;2;50;Aprovado;Sucesso;0;2;5;41;1325;0;0;13;137;0;0.274161861;0;0;0;0.17406046;1;0.551777679;0;8652;0;0;0;5493;1749;17413;0;0;3;18;0;0;0;34;0;4965;0;0;0;0;0;6;22;350;0
31737;97597;20120201;9;5057;6;9;17;7;30;4931;37260;4;0;0;Aprovado;Sucesso;4;10;7;42;2094;0;16;0;3343;0.459744474;0.09503489;0.156763334;0.284138486;0;0.275577026;0.383492192;0.345249597;2267;3541;773;10587;0;10268;1891;12864;0;0;2;15;0;0;0;10;0;1297;0;0;0;0;5;32;44;265;0
32210;97597;20120201;9;5057;6;9;12;5;21;6103;39322;0;0;0;Aprovado;Sucesso;5;11;11;39;4349;0;6;0;1278;0;0;0.073570375;0.019378465;0;0.072275062;0.926429625;0.908346473;0;0;449;762;0;2842;5654;35718;0;0;2;24;0;0;1;28;4;4406;0;0;0;0;5;19;46;301;0
32897;97597;20120201;9;5057;6;10;1;1;6;300;2826;0;0;0;Desistente;ReprEvadiu;0;0;0;1;0;0;0;0;0;0;0;0;0.516277424;0;0.271408351;1;0.212314225;0;0;0;1459;0;767;300;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25;0
34654;97597;20120201;9;5057;6;10;27;5;34;5402;66998;0;0;0;Aprovado;Sucesso;0;9;26;150;1016;0;17;0;5196;0;0.010104779;0.425953351;0.209677901;0.364494632;0.390504194;0.209552018;0.389713126;0;677;2301;14048;1969;26163;1132;26110;0;0;6;26;0;0;3;33;368;5365;0;0;0;0;0;29;89;788;0
35200;97597;20120201;9;5057;6;9;27;6;25;7647;35657;0;0;0;Aprovado;Sucesso;0;7;6;50;815;0;1;547;1190;0;0.074683793;0;0.107524469;0.556035046;0.338951678;0.443964954;0.478840059;0;2663;0;3834;4252;12086;3395;17074;0;0;11;21;0;0;2;20;364;2521;0;0;0;0;2;12;60;317;0
35225;97597;20120201;9;5057;6;9;9;4;19;3244;16915;0;0;0;Aprovado;Sucesso;0;5;0;13;600;0;8;87;1154;0;0;0;0.146556311;0;0.217440142;1;0.636003547;0;0;0;2479;0;3678;3244;10758;0;0;3;11;0;0;0;5;0;213;0;0;0;0;0;15;20;127;0
35465;97597;20120201;9;5057;6;3;0;0;2;0;1028;0;0;0;Desistente;ReprEvadiu;0;1;0;4;0;0;0;0;317;0;0;0;0;0;0.291828794;0;0.708171206;0;0;0;0;0;300;0;728;0;0;0;0;0;0;0;1;0;12;0;0;0;0;0;1;0;19;0
35500;97597;20120201;9;5057;6;9;22;7;39;8560;47049;0;0;0;Aprovado;Sucesso;6;11;21;53;5242;0;3;8;1372;0.041588785;0.033688282;0.036098131;0.026929372;0.162266355;0.147612064;0.760046729;0.791770282;356;1585;309;1267;1389;6945;6506;37252;0;0;12;31;0;0;1;19;75;3327;0;0;0;0;13;32;92;372;0
35691;97597;20120201;9;5057;6;10;10;4;28;4876;47490;0;0;0;Aprovado;Sucesso;3;9;5;60;1772;0;51;335;6942;0;0;0;0.019246157;0.581624282;0.30473784;0.418375718;0.676016003;0;0;0;914;2836;14472;2040;32104;0;0;3;24;0;0;0;9;0;794;0;0;0;0;4;63;46;405;0
35718;97597;20120201;9;5057;6;10;27;5;27;9082;45451;0;0;0;Aprovado;Sucesso;7;20;21;64;5136;0;58;380;7404;0;0;0.035124422;0.074453807;0.152719665;0.246837253;0.812155913;0.678708939;0;0;319;3384;1387;11219;7376;30848;0;0;3;15;0;0;0;57;0;5338;0;0;0;0;7;80;90;411;0
