CodigoDisciplina;PeriodoLetivo;CodigoTurma;Login_Quantidade;Numero_Dias_Acessados_Modulo_Somado;Turno_TempoUsoTotal_Somado;Evadido;Forum_Quantidade_Post_Somado;Forum_Quantidade_Visualizacoes_Somado;Forum_TempoUso_Somado;Chat_Quantidade_Mensagens_Somado;Chat_TempoUso_Somado;Turno_PercentualUsoMadrugada_Somado;Turno_PercentualUsoManha_Somado;Turno_PercentualUsoTarde_Somado;Turno_PercentualUsoNoite_Somado;Turno_TempoUsoMadrugada_Somado;Turno_TempoUsoManha_Somado;Turno_TempoUsoTarde_Somado;Turno_TempoUsoNoite_Somado;Assignment_Post_Quantidade_Somado;Assignment_View_Quantidade_Somado;Assignment_View_TempoUso_Somado;Resource_View_Quantidade_Somado;Resource_View_Tempo_Somado;Questionario_Quantidade_Somado;Questionario_TempoUso_Somado;Log_Post_Quantidade_Somado;Log_View_Quantidade_Somado
60465;20120101;4114;0;3;1809;ReprEvadiu;1;4;0;0;0;0;0;0.53620785;0.46379215;0;0;970;839;0;2;0;6;596;0;0;1;38
60465;20120101;4114;17;13;12218;Sucesso;0;15;96;0;585;0;0.103944999;0.239073498;0.656981503;0;1270;2921;8027;0;12;0;55;5134;0;0;8;133
60465;20120101;4114;0;3;4405;ReprEvadiu;1;5;0;0;0;0;0;0;1;0;0;0;4405;0;0;0;13;1632;0;0;1;39
60465;20120101;4114;9;8;21113;ReprEvadiu;2;11;832;36;2446;0;0.017477384;0.288447876;0.694074741;0;369;6090;14654;0;7;0;61;12376;0;0;42;139
60465;20120101;4114;11;7;10087;ReprEvadiu;1;7;16;5;947;0;0;0;1;0;0;0;10087;0;5;0;21;4545;0;0;8;77
60465;20120101;4114;16;13;27266;ReprEvadiu;0;18;654;53;5595;0;0.058937871;0.365070051;0.575992078;0;1607;9954;15705;0;14;0;42;5410;0;0;61;324
60465;20120101;4114;5;14;18097;ReprEvadiu;1;15;0;0;394;0.138089186;0.193623252;0.372326905;0.295960656;2499;3504;6738;5356;0;7;0;74;7432;0;0;3;174
60465;20120101;4114;22;17;27047;Sucesso;2;21;0;35;4149;0.011646393;0.028025289;0.200539801;0.759788516;315;758;5424;20550;0;9;0;28;2412;0;0;39;235
60465;20120101;4114;4;8;6177;ReprEvadiu;1;7;34;0;15;0;0.134045653;0.421240084;0.444714263;0;828;2602;2747;0;7;0;3;396;0;0;3;49
60465;20120101;4114;13;11;30419;Sucesso;3;21;291;25;3263;0.2122029;0;0.110325783;0.677471317;6455;0;3356;20608;0;4;0;20;7468;0;0;30;166
60465;20120101;4114;0;2;1464;ReprEvadiu;0;1;0;0;0;0;0;1;0;0;0;1464;0;0;0;0;6;922;0;0;0;17
60465;20120101;4114;2;5;5190;ReprEvadiu;0;1;0;5;1373;0;0;0.216955684;0.783044316;0;0;1126;4064;0;8;0;15;1700;0;0;7;44
60465;20120101;4114;3;7;10841;ReprEvadiu;0;4;857;0;18;0;0;0.096393322;0.903606678;0;0;1045;9796;0;5;0;32;6690;0;0;2;75
60465;20120101;4114;21;12;15714;ReprEvadiu;1;5;0;3;1766;0;0.156548301;0.30622375;0.53722795;0;2460;4812;8442;0;9;0;30;5677;0;0;6;125
60465;20120101;4114;3;8;16275;ReprEvadiu;0;10;0;50;5939;0;0.054254992;0.161658986;0.784086022;0;883;2631;12761;0;3;0;50;3468;0;0;52;160
60465;20120101;4114;4;5;4143;ReprEvadiu;0;0;0;0;754;0.083514362;0.282404055;0.14916727;0.484914313;346;1170;618;2009;0;2;0;14;1772;0;0;2;25
60465;20120101;4114;8;15;17656;ReprEvadiu;6;30;726;0;311;0;0.035851835;0.357838695;0.60630947;0;633;6318;10705;0;5;0;23;6152;0;0;8;144
60465;20120101;4114;5;6;8305;ReprEvadiu;0;4;332;0;1289;0;0.03756773;0.189042745;0.773389524;0;312;1570;6423;0;3;0;23;3831;0;0;0;90
60465;20120101;4114;6;5;7535;Sucesso;1;5;67;0;0;0;0;0.079628401;0.920371599;0;0;600;6935;0;4;0;15;3032;0;0;4;112
60465;20120101;4114;8;6;6861;ReprEvadiu;1;8;319;0;0;0;0.335228101;0.30491182;0.359860079;0;2300;2092;2469;0;6;0;29;3286;0;0;3;86
60465;20120101;4114;2;5;3662;ReprEvadiu;0;3;0;0;300;0;0;0.570999454;0.429000546;0;0;2091;1571;0;4;0;11;1558;0;0;2;30
60465;20120201;4917;22;13;10629;Sucesso;0;4;0;0;174;0;0.621130868;0.350644463;0.028224668;0;6602;3727;300;0;11;0;17;1888;0;0;2;113
60465;20120201;4917;4;4;4526;ReprEvadiu;0;0;0;0;1198;0.38068935;0.297171896;0;0.322138754;1723;1345;0;1458;0;2;0;7;687;0;0;0;55
60465;20120201;4917;8;14;16348;ReprEvadiu;1;13;1222;0;473;0;0;0.128089063;0.871910937;0;0;2094;14254;0;3;0;28;5708;0;0;3;100
60465;20120201;4917;4;6;3587;Sucesso;0;2;0;0;0;0;0;0.321438528;0.678561472;0;0;1153;2434;0;2;0;12;2128;0;0;2;26
60465;20120201;4917;17;16;27752;Sucesso;1;6;13;0;623;0;0.228848371;0.516719516;0.254432113;0;6351;14340;7061;0;14;0;51;13034;0;0;7;172
60465;20120201;4917;8;8;3823;ReprEvadiu;0;1;0;0;0;0;0.211613916;0.318336385;0.470049699;0;809;1217;1797;0;1;0;17;2315;0;0;0;34
60465;20120201;4917;0;2;433;ReprEvadiu;0;3;0;0;0;0;0.094688222;0.905311778;0;0;41;392;0;0;0;0;1;0;0;0;0;10
60465;20120201;4917;20;14;13163;Sucesso;0;9;0;10;2110;0.022791157;0.022791157;0.078629492;0.875788194;300;300;1035;11528;0;9;0;20;3353;0;0;12;91
60465;20120201;4917;5;10;4107;ReprEvadiu;0;4;0;0;306;0;0;0.164110056;0.835889944;0;0;674;3433;0;5;0;7;752;0;0;2;41
60465;20120201;4917;0;3;1394;ReprEvadiu;0;0;0;0;0;0;0.215208034;0.569583931;0.215208034;0;300;794;300;0;1;0;2;786;0;0;0;5
60465;20120201;4917;5;14;14815;Sucesso;2;21;483;0;0;0;0;0.420384745;0.579615255;0;0;6228;8587;0;8;0;23;3514;0;0;8;111
60465;20120201;4917;10;7;11188;ReprEvadiu;0;3;0;7;1002;0;0.12683232;0.026814444;0.846353236;0;1419;300;9469;0;3;0;29;4674;0;0;7;83
60465;20120201;4917;12;3;7305;ReprEvadiu;0;2;123;0;0;0;0;0.187816564;0.812183436;0;0;1372;5933;0;1;0;18;2599;0;0;0;51
60465;20120201;4917;0;3;5526;ReprEvadiu;1;12;0;0;0;0;0;0.079623598;0.920376402;0;0;440;5086;0;0;0;2;343;0;0;1;53
60465;20120201;4917;0;2;802;ReprEvadiu;0;0;0;0;0;0;1;0;0;0;802;0;0;0;0;0;2;370;0;0;0;6
60465;20120201;4917;10;5;19244;Sucesso;0;10;447;0;0;0;0.033309083;0.292350863;0.674340054;0;641;5626;12977;0;3;0;31;6808;0;0;2;131
60465;20120201;4917;9;17;24089;Sucesso;1;17;377;69;6982;0.028851343;0;0.160695753;0.810452904;695;0;3871;19523;0;13;0;40;5851;0;0;80;127
60465;20120201;4917;20;11;14421;ReprEvadiu;1;8;173;0;935;0;0.185146661;0.399278829;0.415574509;0;2670;5758;5993;0;3;0;33;6164;0;0;1;122
60465;20120201;4917;6;4;9070;ReprEvadiu;1;11;604;0;328;0;0;0.06339581;0.93660419;0;0;575;8495;0;0;0;18;2710;0;0;1;77
60465;20120201;4917;3;9;9168;Sucesso;0;8;0;0;0;0;0;0.326025305;0.673974695;0;0;2989;6179;0;2;0;17;5407;0;0;2;50
60465;20120201;4917;2;6;6474;ReprEvadiu;1;5;968;0;300;0;0.059159716;0.161260426;0.779579858;0;383;1044;5047;0;2;0;33;2663;0;0;3;62
60465;20120201;4917;2;4;2279;ReprEvadiu;0;0;0;0;0;0;0.429135586;0.150065818;0.420798596;0;978;342;959;0;2;0;4;1119;0;0;2;16
60465;20120201;4917;3;12;17011;ReprEvadiu;0;6;0;18;2959;0.01798836;0;0.17929575;0.80271589;306;0;3050;13655;0;2;0;50;10542;0;0;18;128
60465;20120201;4917;8;11;12028;Sucesso;1;6;0;0;0;0.026272032;0.159544396;0.575989358;0.238194214;316;1919;6928;2865;0;7;0;24;6098;0;0;3;64
60465;20120201;4917;11;18;14253;ReprEvadiu;0;7;128;3;1593;0;0.253981618;0.249842138;0.496176244;0;3620;3561;7072;0;8;0;29;3558;0;0;3;111
60465;20120201;4917;33;14;34463;Sucesso;5;53;1356;51;6012;0;0.317674027;0.171488263;0.51083771;0;10948;5910;17605;0;11;0;63;9988;0;0;66;289
60465;20120201;4917;5;6;9702;ReprEvadiu;1;9;613;0;707;0;0;0;1;0;0;0;9702;0;1;0;27;3792;0;0;1;100
60465;20120201;5061;7;11;9423;ReprEvadiu;0;4;0;0;0;0;0.170115674;0.035763557;0.794120768;0;1603;337;7483;0;7;0;37;4282;0;0;0;100
60465;20120201;5061;14;13;22672;ReprEvadiu;0;28;3916;1;891;0.017466478;0.335127029;0.158256881;0.489149612;396;7598;3588;11090;0;17;0;44;5855;0;0;3;211
60465;20120201;5061;16;8;6056;ReprEvadiu;1;7;424;0;153;0.144154557;0;0.399768824;0.456076618;873;0;2421;2762;0;8;0;4;921;0;0;3;57
60465;20120201;5061;0;1;96;ReprEvadiu;0;0;0;0;0;0;0;0;1;0;0;0;96;0;0;0;0;0;0;0;0;2
60465;20120201;5061;23;6;17325;ReprEvadiu;2;13;153;3;872;0;0.163751804;0.264357864;0.571890332;0;2837;4580;9908;0;36;0;11;2269;0;0;7;174
60465;20120201;5061;8;5;5031;ReprEvadiu;0;0;0;0;0;0;0.366726297;0.633273703;0;0;1845;3186;0;0;8;0;21;2591;0;0;0;45
60465;20120201;5061;21;9;19957;ReprEvadiu;3;11;1106;53;3542;0;0;0.281805883;0.718194117;0;0;5624;14333;0;12;0;48;9278;0;0;58;128
60465;20120201;5061;16;12;11646;Sucesso;1;4;708;0;1427;0;0.030482569;0;0.969517431;0;355;0;11291;0;7;0;9;2675;0;0;3;57
60465;20120201;5061;0;3;2590;ReprEvadiu;1;6;0;9;641;0.147876448;0;0;0.852123552;383;0;0;2207;0;0;0;4;711;0;0;10;25
60465;20120201;5061;6;5;2841;ReprEvadiu;0;2;0;0;0;0;0;0.467441042;0.532558958;0;0;1328;1513;0;7;0;6;545;0;0;0;34
60465;20120201;5061;7;6;11233;Sucesso;2;37;443;0;796;0;0.05243479;0.693670435;0.253894774;0;589;7792;2852;0;8;0;20;2920;0;0;4;145
60465;20120201;5061;2;3;1506;ReprEvadiu;0;0;0;0;0;0;0.327357238;0.672642762;0;0;493;1013;0;0;7;0;6;584;0;0;0;19
60465;20120201;5061;4;8;6647;ReprEvadiu;0;1;0;0;0;0;0;0.190160975;0.809839025;0;0;1264;5383;0;7;0;18;3278;0;0;0;58
60465;20120201;5061;14;4;4204;Sucesso;0;11;964;0;163;0;0.328972407;0;0.671027593;0;1383;0;2821;0;7;0;8;276;0;0;5;65
60465;20120201;5061;22;15;22637;ReprEvadiu;6;18;528;12;1653;0;0;0.213455847;0.786544153;0;0;4832;17805;0;14;0;44;7456;0;0;21;189
60465;20120201;5061;3;11;22321;ReprEvadiu;1;8;0;84;9588;0;0.073563012;0.068814121;0.857622866;0;1642;1536;19143;0;17;0;35;5999;0;0;95;112
60465;20120201;5061;2;8;9086;ReprEvadiu;0;1;0;0;0;0;0.549416685;0.102465331;0.348117984;0;4992;931;3163;0;12;0;43;3726;0;0;2;86
60465;20120201;5061;29;15;44950;ReprEvadiu;4;22;513;23;5484;0;0.357352614;0.251568409;0.391078977;0;16063;11308;17579;0;15;0;74;14979;0;0;30;255
60465;20120201;5061;19;5;25049;ReprEvadiu;1;15;1057;21;1311;0;0.613796958;0.182242804;0.203960238;0;15375;4565;5109;0;19;0;39;7679;0;0;24;206
60465;20120201;5061;14;8;7716;Sucesso;1;5;1021;0;308;0.05002592;0;0.040824261;0.909149819;386;0;315;7015;0;16;0;7;2305;0;0;3;64
60465;20120201;5061;16;14;20579;ReprEvadiu;1;9;352;0;190;0.043733903;0.399387725;0.465085767;0.091792604;900;8219;9571;1889;0;10;0;30;6244;0;0;3;126
60465;20120201;5061;28;8;28461;ReprEvadiu;2;13;1348;16;1828;0;0.128456484;0.159832754;0.711710762;0;3656;4549;20256;0;22;0;47;9333;0;0;19;206
60465;20120202;5384;1;5;1956;ReprEvadiu;0;2;0;0;66;0;0;0.38394683;0.61605317;0;0;751;1205;0;1;0;4;181;0;0;0;19
60465;20120202;5384;14;12;21834;Sucesso;3;24;3012;29;4386;0.037601905;0.04296052;0.148621416;0.770816158;821;938;3245;16830;0;8;0;27;6266;0;0;36;158
60465;20120202;5384;10;3;5697;ReprEvadiu;0;0;0;0;0;0;0.646480604;0;0.353519396;0;3683;0;2014;0;6;0;4;739;0;0;2;36
60465;20120202;5384;5;8;8225;ReprEvadiu;0;1;0;0;0;0;0.277325228;0.177142857;0.545531915;0;2281;1457;4487;0;8;0;11;2190;0;0;2;50
60465;20120202;5384;9;5;4318;Sucesso;1;3;239;0;0;0.071329319;0.268874479;0;0.659796202;308;1161;0;2849;0;13;0;6;878;0;0;3;33
60465;20120202;5384;8;4;6377;ReprEvadiu;2;11;1864;0;360;0;0.114630704;0.064920809;0.820448487;0;731;414;5232;0;8;0;3;317;0;0;6;52
60465;20120202;5384;1;8;2737;ReprEvadiu;0;12;0;0;311;0;0.148337596;0.605042017;0.246620387;0;406;1656;675;0;2;0;5;665;0;0;0;42
60465;20120202;5384;5;7;3110;ReprEvadiu;0;1;0;0;0;0.100321543;0;0.146623794;0.753054662;312;0;456;2342;0;7;0;7;574;0;0;4;26
60465;20120202;5384;2;7;4401;ReprEvadiu;0;2;0;0;0;0;0.112019995;0.481708703;0.406271302;0;493;2120;1788;0;6;0;15;1415;0;0;2;34
60465;20120202;5384;5;6;7553;ReprEvadiu;0;2;252;15;3998;0;0;0.039719317;0.960280683;0;0;300;7253;0;2;0;5;555;0;0;15;31
60465;20120202;5384;27;18;37505;Sucesso;4;39;4413;9;4711;0;0.259405413;0.074416744;0.666177843;0;9729;2791;24985;0;10;0;52;4806;0;0;15;310
60465;20120202;5384;21;14;41297;Sucesso;5;34;930;29;5195;0;0.00796668;0.211177567;0.780855752;0;329;8721;32247;0;11;0;90;15698;0;0;38;328
60465;20120202;5384;20;12;23185;Sucesso;6;16;1505;0;32;0.088332974;0.081647617;0.289971965;0.540047444;2048;1893;6723;12521;0;11;0;62;10583;0;0;8;184
60465;20120202;5384;5;8;18120;ReprEvadiu;1;17;225;16;4114;0;0.026986755;0.172461369;0.800551876;0;489;3125;14506;0;13;0;41;4360;0;0;19;187
60465;20120202;5384;23;13;21214;Sucesso;1;39;1767;12;3650;0.019373998;0.033562742;0.526586217;0.420477043;411;712;11171;8920;0;5;0;57;4858;0;0;15;258
60465;20120202;5384;8;11;9890;ReprEvadiu;1;8;66;0;25;0;0;0.03033367;0.96966633;0;0;300;9590;0;6;0;15;2822;0;0;3;68
60465;20120202;5384;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120202;5384;4;6;2098;ReprEvadiu;0;0;58;0;0;0;0;0.428026692;0.571973308;0;0;898;1200;0;1;0;0;0;0;0;0;13
60465;20120202;5384;2;5;4302;ReprEvadiu;0;0;5;0;0;0;0;0.562993956;0.437006044;0;0;2422;1880;0;2;0;6;1457;0;0;0;18
60465;20120202;5384;12;13;23706;Sucesso;5;25;2658;21;3923;0.014257994;0.154897494;0.181894879;0.648949633;338;3672;4312;15384;0;9;0;53;5811;0;0;29;179
60465;20120202;5384;7;16;11799;Sucesso;1;8;39;3;1089;0.025425884;0.025425884;0.33468938;0.614458852;300;300;3949;7250;0;11;0;14;1173;0;0;10;91
60465;20120202;5384;22;16;31468;Sucesso;3;28;1249;18;7023;0;0.120185585;0.372441846;0.507372569;0;3782;11720;15966;0;12;0;102;8371;0;0;23;357
60465;20120202;5384;7;10;10853;ReprEvadiu;0;2;305;27;5315;0;0.133972174;0.127706625;0.738321202;0;1454;1386;8013;0;9;0;16;840;0;0;29;53
60465;20120202;5384;7;13;11629;ReprEvadiu;0;2;0;0;1043;0;0.120044716;0.355834552;0.524120733;0;1396;4138;6095;0;4;0;22;4375;0;0;0;82
60465;20120202;5384;23;22;35167;Sucesso;3;32;1332;8;4765;0;0.177894048;0.145818523;0.676287429;0;6256;5128;23783;0;18;0;55;9372;0;0;14;246
60465;20120202;5384;13;20;36720;Sucesso;6;30;614;35;4240;0;0.209068627;0.225381264;0.565550109;0;7677;8276;20767;0;15;0;80;10525;0;0;43;299
60465;20120202;5384;31;16;40989;Sucesso;3;32;1645;45;3672;0.009661129;0.009246383;0.198882627;0.782209861;396;379;8152;32062;0;16;0;70;13393;0;0;54;295
60465;20120202;5384;7;13;13826;Sucesso;1;14;304;0;0;0;0.455952553;0.544047447;0;0;6304;7522;0;0;12;0;30;5385;0;0;3;114
60465;20120202;5384;12;17;9858;ReprEvadiu;0;4;23;0;0;0.103875025;0.293974437;0.036518564;0.565631974;1024;2898;360;5576;0;12;0;13;3867;0;0;4;67
60465;20120202;5384;36;18;44836;Sucesso;11;66;2015;0;0;0;0.2938933;0.409715407;0.296391293;0;13177;18370;13289;0;17;0;40;7447;0;0;13;400
60465;20120202;5384;12;7;16868;Sucesso;1;6;12;3;1556;0.380483756;0.337325113;0.066872184;0.215318947;6418;5690;1128;3632;0;8;0;49;6238;0;0;6;158
60465;20120202;5384;4;11;8984;ReprEvadiu;1;9;0;0;26;0;0.231411398;0.101625111;0.666963491;0;2079;913;5992;0;5;0;14;2203;0;0;3;61
60465;20120202;5384;5;6;10029;ReprEvadiu;1;6;577;0;0;0.033203709;0.086449297;0.610429754;0.26991724;333;867;6122;2707;0;3;0;21;3793;0;0;1;73
60465;20120202;5384;4;8;7108;ReprEvadiu;0;0;0;0;0;0;0.04403489;0.50450197;0.45146314;0;313;3586;3209;0;6;0;30;3663;0;0;0;86
60465;20120202;5384;11;9;7276;ReprEvadiu;0;0;0;0;0;0.126305662;0;0.279136888;0.594557449;919;0;2031;4326;0;9;0;25;3187;0;0;2;71
60465;20120202;5384;23;10;17388;ReprEvadiu;0;25;4064;0;1187;0;0;0.432309639;0.567690361;0;0;7517;9871;0;8;0;19;2147;0;0;2;149
60465;20120202;5384;5;9;9559;ReprEvadiu;0;1;0;19;3361;0;0.097708965;0.159221676;0.743069359;0;934;1522;7103;0;6;0;16;1104;0;0;19;61
60465;20120202;5384;6;9;4315;Sucesso;0;1;0;0;0;0;0;0.383082271;0.616917729;0;0;1653;2662;0;6;0;5;675;0;0;2;24
60465;20120202;5384;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120202;5384;14;10;8591;Sucesso;3;12;2604;0;142;0;0.040274706;0.239320219;0.720405075;0;346;2056;6189;0;10;0;8;496;0;0;5;78
60465;20120202;5384;8;8;9189;ReprEvadiu;0;4;6;0;0;0;0.582000218;0.037327239;0.380672543;0;5348;343;3498;0;15;0;19;2359;0;0;6;75
60465;20120202;5384;8;7;25379;Sucesso;3;25;2096;0;313;0.111903542;0.167027858;0.183734584;0.537334016;2840;4239;4663;13637;0;10;0;45;8543;0;0;5;159
60465;20120202;5384;0;4;1941;ReprEvadiu;0;1;0;0;39;0;0.160741886;0.387944359;0.451313756;0;312;753;876;0;1;0;1;300;0;0;0;18
60465;20120202;5384;0;2;2148;ReprEvadiu;0;3;0;0;21;0;0.57867784;0.358007449;0.063314711;0;1243;769;136;0;0;0;6;416;0;0;0;32
60465;20120202;5384;12;19;17077;Sucesso;0;1;0;2;1771;0;0.287111319;0.074544709;0.638343971;0;4903;1273;10901;0;7;0;49;5548;0;0;4;129
60465;20120202;5384;6;9;12949;ReprEvadiu;2;23;19;51;3759;0.040775349;0;0;0.959224651;528;0;0;12421;0;6;0;11;1400;0;0;57;107
60465;20120202;5384;9;3;4976;ReprEvadiu;0;5;233;2;458;0;0.144895498;0.562901929;0.292202572;0;721;2801;1454;0;12;0;18;820;0;0;4;75
60465;20120202;5384;19;13;13837;ReprEvadiu;0;16;641;0;0;0;0.323119173;0.563489196;0.113391631;0;4471;7797;1569;0;10;0;26;2150;0;0;2;122
60465;20120202;5489;5;5;4643;ReprEvadiu;0;5;13;0;0;0;0.064613397;0.0792591;0.856127504;0;300;368;3975;0;5;0;14;2453;0;0;2;45
60465;20120202;5489;0;5;3114;Sucesso;1;3;0;0;0;0;0.44026975;0;0.55973025;0;1371;0;1743;0;2;0;8;563;0;0;3;45
60465;20120202;5489;2;7;3071;ReprEvadiu;0;8;0;3;637;0;0;0.364050798;0.635949202;0;0;1118;1953;0;0;0;2;364;0;0;3;34
60465;20120202;5489;0;1;1099;ReprEvadiu;0;1;0;0;0;0;0;0;1;0;0;0;1099;0;0;0;5;978;0;0;0;9
60465;20120202;5489;14;9;10137;Sucesso;0;10;1329;0;398;0.085528263;0.030975634;0.597020815;0.286475289;867;314;6052;2904;0;4;0;17;4130;0;0;2;86
60465;20120202;5489;3;8;6121;ReprEvadiu;0;2;0;4;1166;0.213200457;0;0.371344552;0.415454991;1305;0;2273;2543;0;3;0;9;3284;0;0;6;28
60465;20120202;5489;8;14;26572;Sucesso;1;15;55;0;724;0;0.013849165;0.012870691;0.973280145;0;368;342;25862;0;10;0;51;10389;0;0;5;182
60465;20120202;5489;2;9;8451;ReprEvadiu;1;10;0;0;997;0;0;0.352502662;0.647497338;0;0;2979;5472;0;7;0;13;3173;0;0;3;61
60465;20120202;5489;1;7;12012;Sucesso;1;2;0;0;0;0;0.024975025;0.250832501;0.724192474;0;300;3013;8699;0;2;0;43;6052;0;0;3;94
60465;20120202;5489;7;13;6596;Sucesso;1;5;0;0;0;0;0;0.192844148;0.807155852;0;0;1272;5324;0;3;0;14;1829;0;0;3;53
60465;20120202;5489;5;6;10343;ReprEvadiu;0;4;367;3;244;0.141931741;0;0;0.858068259;1468;0;0;8875;0;1;0;26;5048;0;0;3;65
60465;20120202;5489;10;9;12336;ReprEvadiu;1;7;10;14;2767;0;0.029507134;0.242298962;0.728193904;0;364;2989;8983;0;5;0;66;6705;0;0;17;128
60465;20120202;5489;5;6;11316;Sucesso;0;2;533;0;0;0;0.275450689;0.298515376;0.426033934;0;3117;3378;4821;0;3;0;28;4843;0;0;2;60
60465;20120202;5489;0;4;4298;ReprEvadiu;0;0;0;0;0;0;0;0.406468125;0.593531875;0;0;1747;2551;0;2;0;13;1047;0;0;0;56
60465;20120202;5489;17;16;50049;Sucesso;0;16;2781;0;641;0;0.376650882;0.542168675;0.081180443;0;18851;27135;4063;0;11;0;192;29677;0;0;4;367
60465;20120202;5489;8;9;9935;ReprEvadiu;1;5;0;1;2622;0.084750881;0;0.452038249;0.463210871;842;0;4491;4602;0;2;0;13;2467;0;0;2;60
60465;20120202;5489;7;12;10985;ReprEvadiu;2;3;0;0;0;0;0;0.099681384;0.900318616;0;0;1095;9890;0;0;0;15;5209;0;0;2;46
60465;20120202;5489;42;15;33840;ReprEvadiu;5;46;4950;0;987;0;0.195508274;0.647192671;0.157299054;0;6616;21901;5323;0;19;0;84;15825;0;0;14;322
60465;20120202;5489;7;15;15532;ReprEvadiu;1;5;0;0;638;0;0.790368272;0.059103786;0.150527942;0;12276;918;2338;0;1;0;22;5667;0;0;1;88
60465;20120202;5489;69;23;66699;Sucesso;6;112;8138;72;3477;0.021229704;0.100031485;0.452870358;0.425868454;1416;6672;30206;28405;0;7;0;102;16433;0;0;80;534
60465;20120202;5489;0;4;3929;ReprEvadiu;0;6;0;2;670;0;0;0;1;0;0;0;3929;0;0;0;7;974;0;0;2;32
60465;20120202;5489;2;7;7544;ReprEvadiu;0;1;0;13;1535;0;0;0.039766702;0.960233298;0;0;300;7244;0;0;0;16;3782;0;0;13;40
60465;20120202;5489;5;8;12168;Sucesso;2;9;1215;0;0;0;0.207922419;0.586702827;0.205374753;0;2530;7139;2499;0;3;0;15;2560;0;0;4;74
60465;20120202;5489;27;18;37210;Sucesso;3;29;283;14;4694;0;0;0.758237033;0.241762967;0;0;28214;8996;0;8;0;89;18177;0;0;19;272
60465;20120202;5489;26;13;25416;ReprEvadiu;1;22;1802;0;44;0.185945861;0.275535096;0.158246774;0.380272269;4726;7003;4022;9665;0;9;0;80;12332;0;0;1;207
60465;20120202;5489;0;4;2720;ReprEvadiu;1;3;0;0;0;0;0.220588235;0;0.779411765;0;600;0;2120;0;0;0;3;185;0;0;1;18
60465;20120202;5489;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120202;5489;4;9;13587;ReprEvadiu;0;3;0;9;1391;0;0.115993229;0.304997424;0.579009347;0;1576;4144;7867;0;1;0;43;7204;0;0;9;81
60465;20120202;5489;3;9;7008;ReprEvadiu;0;3;0;0;0;0;0;0.84760274;0.15239726;0;0;5940;1068;0;3;0;32;4864;0;0;0;61
60465;20120202;5489;8;13;8488;Sucesso;0;6;351;0;390;0.116163996;0;0.159637135;0.724198869;986;0;1355;6147;0;6;0;19;3417;0;0;4;70
60465;20120202;5489;0;1;3381;ReprEvadiu;0;1;0;0;0;0;0;1;0;0;0;3381;0;0;0;0;4;1591;0;0;0;16
60465;20120202;5489;1;6;2176;ReprEvadiu;0;2;0;0;0;0;0;0.538602941;0.461397059;0;0;1172;1004;0;1;0;10;820;0;0;0;21
60465;20120202;5489;6;5;7053;ReprEvadiu;1;8;0;0;0;0;0;0;1;0;0;0;7053;0;1;0;25;4608;0;0;2;74
60465;20120202;5489;21;16;34634;Sucesso;2;19;793;0;1332;0.010019056;0.275192008;0.183288098;0.531500837;347;9531;6348;18408;0;7;0;110;16379;0;0;6;290
60465;20120202;5489;3;4;2331;ReprEvadiu;0;1;0;0;0;0;0;0;1;0;0;0;2331;0;1;0;3;370;0;0;0;20
60465;20120202;5489;0;4;2008;ReprEvadiu;0;3;0;0;0;0;0.273406375;0.547310757;0.179282869;0;549;1099;360;0;0;0;16;1375;0;0;0;32
60465;20120202;5489;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120202;5489;0;1;300;ReprEvadiu;0;0;0;0;0;0;0;0;1;0;0;0;300;0;0;0;0;0;0;0;0;2
60465;20120202;5489;6;9;8057;Sucesso;3;9;0;1;326;0;0.224152911;0.197840387;0.578006702;0;1806;1594;4657;0;3;0;29;1887;0;0;6;77
60465;20120202;5489;7;5;8559;Sucesso;0;4;0;0;5;0;0.068465942;0.788994041;0.142540016;0;586;6753;1220;0;4;0;20;2962;0;0;2;79
60465;20120202;5489;0;2;1232;ReprEvadiu;0;0;0;0;0;0;0;0;1;0;0;0;1232;0;0;0;0;0;0;0;0;4
60465;20120202;5489;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120202;5489;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120202;5490;45;19;45057;Sucesso;0;25;2433;6;1685;0;0.337994096;0.208757796;0.453248108;0;15229;9406;20422;0;6;0;92;14665;0;0;8;320
60465;20120202;5490;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120202;5490;22;17;18408;ReprEvadiu;1;90;443;0;0;0;0.651238592;0.348761408;0;0;11988;6420;0;0;2;0;76;3924;0;0;3;426
60465;20120202;5490;7;6;8402;ReprEvadiu;1;5;1949;0;0;0;0;0.166031897;0.833968103;0;0;1395;7007;0;3;0;21;2424;0;0;3;72
