CodigoPessoa;CodigoDisciplina;PeriodoLetivo;NumeroModulos;CodigoTurma;NumeroModulo;NumeroUltimoModulo;Login_Quantidade;Numero_Dias_Acessados_Modulo;Numero_Dias_Acessados_Modulo_Somado;Turno_TempoUsoTotal;Turno_TempoUsoTotal_Somado;QuantidadeMatriculasValidas;QuantidadeMatriculasAprovadas;MatriculasPercentualAproveitamento;StatusMatricula;Evadido;Forum_Quantidade_Post;Forum_Quantidade_Post_Somado;Forum_Quantidade_Visualizacoes;Forum_Quantidade_Visualizacoes_Somado;Forum_TempoUso_Somado;Chat_Quantidade_Mensagens;Chat_Quantidade_Mensagens_Somado;Chat_TempoUso;Chat_TempoUso_Somado;Turno_PercentualUsoMadrugada;Turno_PercentualUsoMadrugada_Somado;Turno_PercentualUsoManha;Turno_PercentualUsoManha_Somado;Turno_PercentualUsoTarde;Turno_PercentualUsoTarde_Somado;Turno_PercentualUsoNoite;Turno_PercentualUsoNoite_Somado;Turno_TempoUsoMadrugada;Turno_TempoUsoMadrugada_Somado;Turno_TempoUsoManha;Turno_TempoUsoManha_Somado;Turno_TempoUsoTarde;Turno_TempoUsoTarde_Somado;Turno_TempoUsoNoite;Turno_TempoUsoNoite_Somado;Assignment_Post_Quantidade;Assignment_Post_Quantidade_Somado;Assignment_View_Quantidade;Assignment_View_Quantidade_Somado;Assignment_View_TempoUso;Assignment_View_TempoUso_Somado;Resource_View_Quantidade;Resource_View_Quantidade_Somado;Resource_View_Tempo;Resource_View_Tempo_Somado;Questionario_Quantidade;Questionario_Quantidade_Somado;Questionario_TempoUso;Questionario_TempoUso_Somado;Log_Post_Quantidade;Log_Post_Quantidade_Somado;Log_View_Quantidade;Log_View_Quantidade_Somado;Disciplina_Reprovado
28250;50262;20120101;9;4231;3;13;21;6;16;11154;48661;3;1;33.33;Aprovado;Sucesso;5;15;22;84;4933;0;11;0;1598;0.119239735;0.157251187;0.167383898;0.038367481;0.204052358;0.16171061;0.509324009;0.642670722;1330;7652;1867;1867;2276;7869;5681;31273;0;0;0;8;0;0;6;13;522;1652;0;0;3708;3708;32;59;80;347;0
31647;50262;20120101;9;4231;3;13;12;3;10;8799;26123;0;0;0;Reprovado;ReprEvadiu;1;2;7;21;950;0;21;29;3051;0;0;0;0;0.410614843;0.301535046;0.589385157;0.698464954;0;0;0;0;3613;7877;5186;18246;0;0;1;11;0;0;11;52;1186;5682;0;0;3533;3533;26;51;50;234;0
31663;50262;20120101;9;4231;3;12;18;3;11;5281;21196;0;0;0;Aprovado;Sucesso;1;4;6;47;307;0;0;0;1003;0;0;0.482863094;0.152811851;0.056807423;0.157765616;0.460329483;0.689422533;0;0;2550;3239;300;3344;2431;14613;0;0;0;3;0;0;6;29;1224;4113;0;0;1264;1264;13;18;48;219;0
32097;50262;20120101;9;4231;3;10;4;2;9;3029;26256;0;0;0;Aprovado;Sucesso;0;2;2;23;748;0;0;0;820;0;0.068860451;0.299438759;0.090912553;0.111587983;0.286753504;0.588973259;0.553473492;0;1808;907;2387;338;7529;1784;14532;0;0;0;9;0;0;7;34;1239;8346;0;0;315;315;1;6;22;202;0
27586;50262;20120101;9;4231;3;14;26;4;16;9971;39691;5;4;80;Aprovado;Sucesso;1;9;22;143;1765;0;0;7;914;0;0;0.099488517;0.214381094;0.441079129;0.215111738;0.459432354;0.570507168;0;0;992;8509;4398;8538;4581;22644;0;0;0;6;0;0;9;30;623;2469;0;0;5352;5352;26;55;88;483;0
27616;50262;20120101;9;4231;3;11;9;4;11;3799;16114;4;2;50;Aprovado;Sucesso;1;4;14;44;1815;0;0;0;317;0.403790471;0.145091225;0;0.047412188;0.47723085;0.403810351;0.118978679;0.403686236;1534;2338;0;764;1813;6507;452;6505;0;0;2;6;0;0;3;9;107;1288;0;0;1256;1256;26;32;72;248;0
27773;50262;20120101;9;4231;3;14;6;4;12;4071;19921;4;4;100;Aprovado;Sucesso;0;7;6;31;1565;0;0;0;0;0;0;0.073691968;0.21083279;0.275607959;0.462727775;0.650700074;0.326439436;0;0;300;4200;1122;9218;2649;6503;0;0;0;7;0;0;1;14;20;2886;0;0;300;300;0;9;24;174;0
27794;50262;20120101;9;4231;3;10;45;6;16;9998;37758;5;2;40;Aprovado;Sucesso;1;6;51;193;3687;0;0;16;657;0.125125025;0.045924043;0.070714143;0.220774405;0.120324065;0.169632925;0.683836767;0.563668627;1251;1734;707;8336;1203;6405;6837;21283;0;0;2;14;0;0;13;45;1362;4706;0;0;1955;1955;29;36;211;691;0
27829;50262;20120101;9;4231;3;10;4;4;8;4486;14630;2;2;100;Aprovado;Sucesso;0;1;1;15;300;0;0;0;108;0;0;0.066874721;0.02050581;0;0.193028025;0.933125279;0.786466165;0;0;300;300;0;2824;4186;11506;0;0;0;6;0;0;11;39;3345;9005;0;0;184;184;1;4;17;108;0
27928;50262;20120101;9;4231;3;11;24;5;16;6885;20087;5;3;60;Aprovado;Sucesso;2;8;12;72;1125;0;0;0;100;0;0;0.56238199;0.449046647;0.394045025;0.389704784;0.043572985;0.161248569;0;0;3872;9020;2713;7828;300;3239;0;0;0;9;0;0;2;14;312;918;0;0;1364;1364;15;23;57;274;0
28254;50262;20120101;9;4231;3;9;1;1;5;610;7028;3;3;100;Reprovado;ReprEvadiu;0;3;1;15;141;0;0;0;0;0;0;0;0.228941377;0;0.300085373;1;0.47097325;0;0;0;1609;0;2109;610;3310;0;0;0;9;0;0;2;9;445;953;0;0;0;0;0;5;6;79;0
28256;50262;20120101;9;4231;3;10;4;1;6;1911;13292;3;3;100;Aprovado;Sucesso;2;4;5;20;984;0;0;0;0;1;0.143770689;0;0;0;0.153099609;0;0.703129702;1911;1911;0;0;0;2035;0;9346;0;0;1;5;0;0;3;17;375;2596;0;0;78;78;2;4;32;153;0
28289;50262;20120101;9;4231;3;12;16;5;11;12415;25701;5;5;100;Aprovado;Sucesso;0;2;12;30;3493;0;0;0;53;0.214981877;0.103848099;0;0;0.025050342;0.012100696;0.759967781;0.884051204;2669;2669;0;0;311;311;9435;22721;0;0;0;7;0;0;4;18;1156;5349;0;0;4993;4993;65;70;95;203;0
28027;50262;20120101;9;4231;3;7;13;3;4;7611;10897;6;3;50;Reprovado;ReprEvadiu;2;5;15;25;2034;0;0;0;0;0;0;0.712784128;0.497843443;0.120089344;0.219142883;0.167126527;0.283013673;0;0;5425;5425;914;2388;1272;3084;0;0;0;6;0;0;9;15;1896;2275;0;0;1633;1633;21;26;62;120;0
28313;50262;20120101;9;4231;3;12;3;2;8;1682;9859;5;5;100;Reprovado;ReprEvadiu;0;2;3;15;1339;0;0;0;0;0;0;0;0.034283396;0;0.194644487;1;0.771072117;0;0;0;338;0;1919;1682;7602;0;0;0;7;0;0;1;23;300;3147;0;0;0;0;0;4;9;114;0
28338;50262;20120101;9;4231;3;11;5;3;10;2157;14954;4;2;50;Reprovado;ReprEvadiu;0;2;2;15;344;0;3;300;2153;0;0;0.149281409;0.042797914;0.139082058;0.258459275;0.711636532;0.698742811;0;0;322;640;300;3865;1535;10449;0;0;0;6;0;0;1;8;300;1403;0;0;161;161;0;7;16;126;0
28383;50262;20120101;9;4231;3;12;3;2;10;642;8795;4;1;25;Aprovado;Sucesso;0;2;0;7;0;0;0;0;24;0;0;0;0;0.492211838;0.105287095;0.507788162;0.894712905;0;0;0;0;316;926;326;7869;0;0;1;19;0;0;1;2;300;631;0;0;0;0;0;5;7;87;0
28454;50262;20120101;9;4231;3;12;11;5;10;6440;11859;5;4;80;Aprovado;Sucesso;3;5;12;23;2673;0;0;0;0;0;0;0.046583851;0.025297243;0.102484472;0.108862467;0.850931677;0.86584029;0;0;300;300;660;1291;5480;10268;0;0;1;5;0;0;15;26;855;1482;0;0;1228;1228;26;30;59;135;0
32505;50262;20120101;9;4231;3;12;6;2;5;7339;19232;0;0;0;Reprovado;ReprEvadiu;0;0;0;13;0;0;0;90;242;0;0.120424293;0;0;0.210927919;0.342450083;0.789072081;0.537125624;0;2316;0;0;1548;6586;5791;10330;0;0;5;9;0;0;21;49;4375;8053;0;0;343;343;0;2;56;246;0
32505;50262;20120101;9;4231;3;12;6;2;5;7339;19232;0;0;0;Reprovado;ReprEvadiu;0;0;0;13;0;0;0;90;242;0;0.120424293;0;0;0.210927919;0.342450083;0.789072081;0.537125624;0;2316;0;0;1548;6586;5791;10330;0;0;5;9;0;0;21;49;4375;8053;0;0;343;343;0;2;56;246;0
32508;50262;20120101;9;4231;3;11;25;6;8;16027;17314;0;0;0;Reprovado;ReprEvadiu;2;2;27;28;6862;0;0;182;182;0;0;0.083296936;0.077105233;0;0;0.916703064;0.922894767;0;0;1335;1335;0;0;14692;15979;0;0;1;2;0;0;13;13;2161;2161;0;0;2668;2668;20;20;122;128;0
14932;50262;20120101;9;4231;3;12;25;2;7;9638;23116;5;3;60;Reprovado;ReprEvadiu;1;4;14;28;2494;0;0;0;1051;0;0;0.389811164;0.378266136;0.367607387;0.218506662;0.242581448;0.403227202;0;0;3757;8744;3543;5051;2338;9321;0;0;0;13;0;0;7;12;1779;3279;0;0;0;0;1;10;97;194;0
18217;50262;20120101;9;4231;3;12;10;5;13;12954;30648;7;5;71.43;Aprovado;Sucesso;4;9;11;29;5361;0;0;325;325;0.11988575;0.123140172;0;0;0.178091709;0.07527408;0.702022541;0.801585748;1553;3774;0;0;2307;2307;9094;24567;0;0;1;3;0;0;7;8;1053;1356;0;0;4274;4274;30;37;69;174;1
18275;50262;20120101;9;4231;3;12;19;3;11;5391;20841;9;9;100;Aprovado;Sucesso;5;12;12;51;1468;0;0;0;0;0;0;0;0;0.233908366;0.519600787;0.766091634;0.480399213;0;0;0;0;1261;10829;4130;10012;0;0;1;8;0;0;4;19;1196;2959;0;0;852;852;26;37;62;233;0
22577;50262;20120101;9;4231;3;10;9;2;7;4091;14010;9;9;100;Aprovado;Sucesso;1;5;6;24;1509;0;0;868;1168;0;0;0;0.041898644;0;0.167237687;1;0.790863669;0;0;0;587;0;2343;4091;11080;0;0;0;4;0;0;0;4;0;1076;0;0;77;77;4;12;38;188;0
22957;50262;20120101;9;4231;3;12;2;1;6;921;13621;8;4;50;Reprovado;ReprEvadiu;2;6;3;25;409;0;0;0;171;0;0;0;0.257910579;1;0.710080023;0;0.032009397;0;0;0;3513;921;9672;0;436;0;0;0;4;0;0;0;14;0;2585;0;0;0;0;3;13;13;129;0
23164;50262;20120101;9;4231;3;10;1;1;3;388;6473;6;4;66.67;Reprovado;ReprEvadiu;0;1;0;5;0;0;0;0;512;0;0;0;0;0;0;1;1;0;0;0;0;0;0;388;6473;0;0;1;4;0;0;0;13;0;2944;0;0;0;0;0;3;2;63;0
23855;50262;20120101;9;4231;3;11;43;7;17;14254;44080;9;9;100;Aprovado;Sucesso;8;16;39;155;7220;0;0;0;0;0;0;0.045250456;0.116810345;0.204854778;0.188520871;0.749894766;0.694668784;0;0;645;5149;2920;8310;10689;30621;0;0;2;10;0;0;4;13;701;2376;0;0;1045;1045;20;36;139;493;0
29071;50262;20120101;9;4231;3;13;11;3;10;5935;16303;3;1;33.33;Aprovado;Sucesso;1;4;4;22;509;0;12;497;2197;0.177422072;0.198000368;0.160909857;0.25289824;0.51137321;0.290069312;0.150294861;0.25903208;1053;3228;955;4123;3035;4729;892;4223;0;0;0;5;0;0;6;12;495;2336;0;0;1972;1972;36;53;44;126;0
18748;50262;20120101;9;4231;3;11;2;1;2;650;950;5;2;40;Reprovado;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0.315789474;0;0;1;0.684210526;0;0;0;300;0;0;650;650;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;4;1
19700;50262;20120101;9;4231;3;13;14;6;18;8181;27252;5;4;80;Aprovado;Sucesso;2;7;18;89;5351;0;1;0;104;0.162938516;0.113386173;0;0.037501835;0.140569613;0.055555556;0.696491871;0.793556436;1333;3090;0;1022;1150;1514;5698;21626;0;0;2;17;0;0;2;31;324;2115;0;0;982;982;29;48;80;430;0
21321;50262;20120101;9;4231;3;14;12;6;19;4027;35355;5;4;80;Aprovado;Sucesso;0;4;3;43;326;0;2;29;1700;0;0.011087541;0.2252297;0.02565408;0.237397566;0.550502051;0.537372734;0.412756329;0;392;907;907;956;19463;2164;14593;0;0;1;32;0;0;3;21;877;3999;0;0;300;300;0;14;25;322;0
24563;50262;20120101;9;4231;3;9;14;4;14;9615;22321;7;7;100;Aprovado;Sucesso;2;6;18;42;3386;0;0;26;626;0;0;0.799479979;0.789928767;0.169318773;0.100846736;0.031201248;0.109224497;0;0;7687;17632;1628;2251;300;2438;0;0;0;12;0;0;11;30;3569;8320;0;0;13;13;5;11;76;207;0
26264;50262;20120101;9;4231;3;10;16;3;8;8284;14672;5;5;100;Aprovado;Sucesso;4;9;16;25;4338;0;0;0;0;0.461009174;0.260291712;0.117334621;0.230643402;0.036214389;0.201949291;0.385441816;0.307115594;3819;3819;972;3384;300;2963;3193;4506;0;0;0;3;0;0;7;26;1399;3897;0;0;1604;1604;46;54;75;153;0
26743;50262;20120101;9;4231;3;10;5;1;8;1658;27365;4;3;75;Reprovado;ReprEvadiu;0;6;4;43;1205;0;0;0;413;0;0;0;0;0.801568154;0.531445277;0.198431846;0.468554723;0;0;0;0;1329;14543;329;12822;0;0;0;11;0;0;0;18;0;4490;0;0;0;0;0;9;27;271;0
2527;50262;20120101;9;4231;3;10;23;7;16;7859;25566;6;6;100;Aprovado;Sucesso;0;4;30;75;4007;0;0;0;207;0;0;0.089578827;0.133966987;0.697162489;0.568763201;0.213258684;0.297269811;0;0;704;3425;5479;14541;1676;7600;0;0;0;8;0;0;4;15;387;2515;0;0;7;7;0;7;102;335;0
21358;50262;20120101;9;4231;3;12;1;1;10;605;10000;9;7;77.78;Aprovado;Sucesso;1;5;4;30;554;0;0;0;0;0;0;1;0.7742;0;0.0347;0;0.1911;0;0;605;7742;0;347;0;1911;0;0;1;7;0;0;0;14;0;1921;0;0;0;0;1;7;10;151;0
21606;50262;20120101;9;4231;3;12;21;5;15;7258;37992;7;7;100;Aprovado;Sucesso;1;8;14;86;762;0;0;0;1471;0;0.022004633;0;0.04766793;0.183521631;0.252684776;0.816478369;0.677642662;0;836;0;1811;1332;9600;5926;25745;0;0;0;12;0;0;4;25;609;7859;0;0;4054;4054;24;38;56;321;0
21619;50262;20120101;9;4231;3;11;21;5;16;5354;17910;8;6;75;Aprovado;Sucesso;1;4;14;34;2126;0;0;300;300;0;0.019765494;0.060515502;0.018090452;0.200971236;0.210943607;0.738513261;0.751200447;0;354;324;324;1076;3778;3954;13454;0;0;2;9;0;0;5;20;265;1889;0;0;0;0;6;15;60;237;0
21707;50262;20120101;9;4231;3;10;14;5;15;7143;18784;8;8;100;Aprovado;Sucesso;1;4;21;50;3046;0;0;0;461;0;0;0.25549489;0.136658859;0.091558169;0.533326235;0.652946941;0.330014906;0;0;1825;2567;654;10018;4664;6199;0;0;2;14;0;0;1;8;42;1928;0;0;2352;2352;27;32;69;235;0
26839;50262;20120101;9;4231;3;11;15;3;10;9542;25625;6;6;100;Aprovado;Sucesso;3;7;12;38;2351;0;0;430;698;0;0;0.040767135;0.039570732;0;0.283160976;0.959232865;0.677268293;0;0;389;1014;0;7256;9153;17355;0;0;0;4;0;0;8;28;1927;5794;0;0;2210;2210;22;28;56;212;0
27237;50262;20120101;9;4231;3;11;22;4;14;16312;65841;4;4;100;Aprovado;Sucesso;6;17;35;94;8952;0;12;1008;4422;0.018575282;0.079357847;0;0.021658237;0.198626778;0.240260628;0.78279794;0.658723288;303;5225;0;1426;3240;15819;12769;43371;0;0;0;16;0;0;18;56;4187;12612;0;0;485;485;11;41;184;569;0
27311;50262;20120101;9;4231;3;13;23;5;16;10013;18730;5;5;100;Aprovado;Sucesso;2;6;12;30;2118;0;0;0;0;0;0;0.278537901;0.270368393;0.356636373;0.349599573;0.364825727;0.380032034;0;0;2789;5064;3571;6548;3653;7118;0;0;1;10;0;0;14;30;1720;2984;0;0;3244;3244;39;47;74;192;0
27932;50262;20120101;9;4231;3;11;9;1;6;3645;11873;5;5;100;Aprovado;Sucesso;1;5;4;15;811;0;2;0;412;0;0;0.138271605;0.042449255;0;0.025267413;0.861728395;0.932283332;0;0;504;504;0;300;3141;11069;0;0;0;4;0;0;2;10;600;1854;0;0;0;0;2;10;33;104;0
27995;50262;20120101;9;4231;3;10;20;4;12;9801;27725;5;5;100;Aprovado;Sucesso;3;9;19;76;2723;0;13;30;931;0;0;0;0;0.197734925;0.087826871;0.802265075;0.912173129;0;0;0;0;1938;2435;7863;25290;0;0;2;12;0;0;16;51;3510;7247;0;0;269;269;11;34;87;340;0
28014;50262;20120101;9;4231;3;10;8;3;13;2620;21351;4;3;75;Aprovado;Sucesso;2;11;4;39;1418;0;0;0;42;0;0.131843942;0;0.070722683;0.613740458;0.396374877;0.386259542;0.401058498;0;2815;0;1510;1608;8463;1012;8563;0;0;0;12;0;0;1;18;300;4148;0;0;0;0;2;13;19;208;0
28611;50262;20120101;9;4231;3;10;15;2;10;5842;21870;4;2;50;Aprovado;Sucesso;3;7;17;56;1860;0;0;838;1161;0;0.027434842;0;0;0;0.130315501;1;0.842249657;0;600;0;0;0;2850;5842;18420;0;0;1;6;0;0;5;19;960;3768;0;0;513;513;25;32;53;197;0
28651;50262;20120101;9;4231;3;11;28;6;16;14190;26893;2;2;100;Aprovado;Sucesso;6;11;33;75;5694;0;8;3;341;0.072797745;0.06325066;0.15701198;0.163871639;0.640521494;0.372847953;0.129668781;0.400029748;1033;1701;2228;4407;9089;10027;1840;10758;0;0;8;25;0;0;14;29;1227;1801;0;0;4098;4098;20;41;131;308;0
28753;50262;20120101;9;4231;3;12;13;7;13;3943;11109;4;1;25;Reprovado;ReprEvadiu;0;0;15;21;1575;0;0;0;300;0.0760842;0.20073814;0.303575957;0.107750473;0.0887649;0.031505986;0.531574943;0.660005401;300;2230;1197;1197;350;350;2096;7332;0;0;1;6;0;0;9;18;488;3311;0;0;195;195;1;3;70;117;0
22354;50262;20120101;9;4231;3;4;0;0;4;0;5654;4;3;75;Reprovado;ReprEvadiu;0;1;0;5;0;0;0;0;0;0;0;0;0.521577644;0;0.478422356;0;0;0;0;0;2949;0;2705;0;0;0;0;0;2;0;0;0;9;0;2403;0;0;0;0;0;3;0;37;0
22415;50262;20120101;9;4231;3;11;13;4;12;7333;22285;4;3;75;Aprovado;Sucesso;3;8;24;57;2470;0;0;54;480;0.305059321;0.281714158;0;0;0.436110732;0.240206417;0.258829947;0.478079426;2237;6278;0;0;3198;5353;1898;10654;0;0;1;5;0;0;16;47;954;2926;0;0;2358;2358;62;69;109;317;0
27403;50262;20120101;9;4231;3;10;51;4;11;17659;38028;4;4;100;Aprovado;Sucesso;6;14;26;76;5127;0;9;220;1548;0;0;0;0;0;0;1;1;0;0;0;0;0;0;17659;38028;0;0;0;13;0;0;9;25;1101;5174;0;0;4896;4896;57;76;188;424;0
27449;50262;20120101;9;4231;3;10;12;5;11;7700;17641;5;3;60;Reprovado;ReprEvadiu;5;9;10;25;1260;0;0;41;41;0;0;0.183636364;0.097160025;0.268571429;0.618502352;0.547792208;0.284337623;0;0;1414;1714;2068;10911;4218;5016;0;0;1;6;0;0;16;31;3919;6984;0;0;884;884;16;22;64;153;0
31732;50404;20120101;9;4224;3;10;7;3;9;6531;19745;0;0;0;Aprovado;Sucesso;1;8;4;33;2150;0;0;0;119;0;0;0.630531312;0.329703722;0.100750268;0.21033173;0.26871842;0.459964548;0;0;4118;6510;658;4153;1755;9082;0;0;1;1;0;0;4;29;1728;7503;1;1;1237;1808;9;22;35;140;0
31746;50404;20120101;9;4224;3;12;27;5;16;10968;26248;0;0;0;Aprovado;Sucesso;3;8;18;49;4411;0;0;0;78;0;0.026173423;0.041028446;0.095931119;0.192833698;0.267487047;0.766137856;0.610408412;0;687;450;2518;2115;7021;8403;16022;0;0;0;0;0;0;10;27;2759;7497;1;1;1364;1364;17;23;82;219;0
31755;50404;20120101;9;4224;3;12;5;1;5;8525;23166;0;0;0;Aprovado;Sucesso;2;5;6;54;2733;0;1;0;887;0;0;0;0.026072693;0.374897361;0.306526807;0.625102639;0.667400501;0;0;0;604;3196;7101;5329;15461;0;0;0;0;0;0;4;22;1375;5990;1;1;3464;3464;12;16;24;161;0
28020;50262;20120101;9;4231;3;14;70;7;21;29713;93350;6;6;100;Aprovado;Sucesso;5;20;96;307;14534;0;0;23;797;0.025914583;0.025045528;0.107461381;0.107498661;0.58260694;0.437504017;0.284017097;0.429951794;770;2338;3193;10035;17311;40841;8439;40136;0;0;2;43;0;0;17;69;3709;7835;0;0;5356;5356;35;63;263;1125;0
28024;50262;20120101;9;4231;3;12;10;2;7;6177;15601;7;7;100;Aprovado;Sucesso;1;3;5;19;1001;0;0;0;585;0;0;0;0.101019165;0.655334305;0.454009358;0.344665695;0.444971476;0;0;0;1576;4048;7083;2129;6942;0;0;0;4;0;0;3;8;1516;2625;0;0;0;0;1;5;30;105;0
27470;50262;20120101;9;4231;3;12;35;6;14;27596;49501;7;7;100;Aprovado;Sucesso;4;7;51;91;15577;0;0;35;284;0;0.098907093;0.012791709;0.007131169;0.024133932;0.053029232;0.963074359;0.840932506;0;4896;353;353;666;2625;26577;41627;0;0;1;7;0;0;15;46;4488;7259;0;0;3166;3166;29;35;175;492;0
27482;50262;20120101;9;4231;3;12;15;4;14;7252;25683;5;5;100;Reprovado;ReprEvadiu;2;5;16;47;4249;0;0;0;0;0;0.053693104;0;0.032005607;0.803364589;0.457345326;0.196635411;0.456955963;0;1379;0;822;5826;11746;1426;11736;0;0;1;9;0;0;2;20;320;3798;0;0;6;6;2;8;59;306;0
21788;50262;20120101;9;4231;3;11;18;5;10;12372;21595;3;3;100;Aprovado;Sucesso;4;5;30;43;7475;0;0;0;509;0;0;0.136113805;0.104839083;0;0.154665432;0.863886195;0.740495485;0;0;1684;2264;0;3340;10688;15991;0;0;1;7;0;0;10;31;1554;4763;0;0;2198;2198;48;51;98;201;0
31636;50404;20120101;9;4224;3;11;27;4;10;20005;34503;0;0;0;Aprovado;Sucesso;2;4;37;72;8539;0;0;19;19;0.231292177;0.134104281;0;0;0.346513372;0.321218445;0.422194451;0.544677274;4627;4627;0;0;6932;11083;8446;18793;0;0;1;1;0;0;7;17;2268;6022;1;1;3145;3145;18;20;154;274;0
21956;50262;20120101;9;4231;3;11;20;5;15;8379;30416;9;8;88.89;Aprovado;Sucesso;5;12;34;72;4941;0;10;724;3409;0.415204678;0.114380589;0;0.010192004;0.152285476;0.106292741;0.432509846;0.769134666;3479;3479;0;310;1276;3233;3624;23394;0;0;0;5;0;0;1;9;441;2647;0;0;815;815;13;32;106;389;0
27541;50262;20120101;9;4231;3;13;20;5;15;8860;30532;6;6;100;Aprovado;Sucesso;3;11;9;58;1487;0;0;0;612;0;0.012969999;0.075959368;0.103694484;0.339164786;0.37622822;0.584875847;0.507107297;0;396;673;3166;3005;11487;5182;15483;0;0;1;12;0;0;16;41;3794;9931;0;0;905;905;11;26;66;274;0
30993;50404;20120101;9;4224;3;11;13;2;10;8636;21084;0;0;0;Aprovado;Sucesso;1;6;9;27;2819;0;0;0;236;0;0;0;0.014228799;0.617647059;0.395513185;0.382352941;0.590258016;0;0;0;300;5334;8339;3302;12445;0;0;0;0;0;0;3;20;2334;8514;1;1;596;596;7;13;35;120;0
30996;50404;20120101;9;4224;3;13;8;3;10;10402;28294;0;0;0;Aprovado;Sucesso;5;12;11;45;5878;0;4;0;2195;0.851951548;0.347741571;0;0;0.028840608;0.010602955;0.119207845;0.641655475;8862;9839;0;0;300;300;1240;18155;0;0;0;0;0;0;7;26;930;4580;1;1;2111;2111;29;40;63;206;0
31031;50404;20120101;9;4224;3;11;27;7;16;13896;37495;0;0;0;Aprovado;Sucesso;3;14;19;92;5768;0;0;196;219;0.021588946;0.008001067;0;0.015308708;0.383635579;0.206480864;0.594775475;0.770209361;300;300;0;574;5331;7742;8265;28879;0;0;2;2;0;0;11;33;2351;6341;1;1;1459;2396;21;37;91;366;0
31144;50404;20120101;9;4224;3;11;9;3;8;2865;9504;0;0;0;Aprovado;Sucesso;1;4;7;22;1311;0;0;0;0;0;0;0;0;0.223385689;0.067340067;0.776614311;0.932659933;0;0;0;0;640;640;2225;8864;0;0;0;0;0;0;6;23;219;1611;1;1;1133;1133;11;14;31;83;0
31496;50404;20120101;9;4224;3;12;14;4;12;7054;22240;0;0;0;Aprovado;Sucesso;1;4;7;37;1716;0;3;0;304;0;0;0;0;0.146867026;0.095278777;0.853132974;0.904721223;0;0;0;0;1036;2119;6018;20121;0;0;0;0;0;0;9;34;1023;5591;1;1;2607;2607;30;36;49;153;0
31500;50404;20120101;9;4224;3;5;5;1;6;1833;13299;0;0;0;Reprovado;ReprEvadiu;0;3;2;27;160;0;0;0;14;0;0;0;0;1;0.74103316;0;0.25896684;0;0;0;0;1833;9855;0;3444;0;0;0;0;0;0;1;27;300;5507;1;1;1014;1014;4;8;10;114;0
31508;50404;20120101;9;4224;3;10;4;2;7;6075;21707;0;0;0;Aprovado;Sucesso;1;7;6;26;1188;0;0;0;50;0;0;0.756378601;0.33454646;0.175308642;0.493435297;0.068312757;0.172018243;0;0;4595;7262;1065;10711;415;3734;0;0;0;0;0;0;10;62;2488;9883;1;1;1336;1336;13;20;36;185;0
31772;50404;20120101;9;4224;3;12;15;3;4;10660;15416;0;0;0;Aprovado;Sucesso;7;7;25;28;5475;0;0;0;14;0;0;0.028142589;0.019460301;0.072795497;0.050337312;0.899061914;0.930202387;0;0;300;300;776;776;9584;14340;0;0;0;0;0;0;15;26;3984;7201;0;0;0;0;7;7;78;116;0
31774;50404;20120101;9;4224;3;11;43;6;16;20993;52728;0;0;0;Aprovado;Sucesso;2;5;33;91;12804;0;6;40;4288;0.026342114;0.018718707;0.031057972;0.05672508;0.557471538;0.28601502;0.385128376;0.638541193;553;987;652;2991;11703;15081;8085;33669;0;0;2;2;0;0;11;31;2867;8721;0;0;1088;1088;5;14;255;648;0
31776;50404;20120101;9;4224;3;11;20;6;17;11703;32098;0;0;0;Aprovado;Sucesso;2;5;11;55;2191;0;8;494;2588;0.052977869;0.028662222;0;0;0.680509271;0.3503022;0.26651286;0.621035579;620;920;0;0;7964;11244;3119;19934;0;0;1;1;0;0;5;27;2200;5769;1;1;2024;2876;14;26;56;230;0
22017;50262;20120101;9;4231;3;12;15;4;12;7334;22128;7;7;100;Aprovado;Sucesso;0;5;13;43;1225;0;29;0;1735;0;0;0.082083447;0.181353941;0.780610854;0.305902025;0.137305699;0.512744035;0;0;602;4013;5725;6769;1007;11346;0;0;1;9;0;0;3;23;134;4205;0;0;4259;4259;24;60;63;248;0
30808;50404;20120101;9;4224;3;13;18;4;14;9432;33067;0;0;0;Aprovado;Sucesso;2;7;16;81;4990;0;4;300;1700;0;0;0.192960136;0.055039768;0.489927905;0.217255874;0.317111959;0.727704358;0;0;1820;1820;4621;7184;2991;24063;0;0;0;0;0;0;7;26;608;4536;1;1;2179;2179;11;22;85;329;0
31158;50404;20120101;9;4224;3;10;21;3;14;8320;41342;0;0;0;Aprovado;Sucesso;3;9;15;97;4008;0;2;4;2405;0;0;0;0.007885443;0.590865385;0.362875526;0.409134615;0.629239031;0;0;0;326;4916;15002;3404;26014;0;0;0;0;0;0;20;47;2371;9757;1;1;813;813;7;17;84;386;0
31170;50404;20120101;9;4224;3;10;26;4;12;10251;24215;0;0;0;Aprovado;Sucesso;4;12;17;68;4786;0;0;0;134;0;0;0;0.039727442;0.308262609;0.483006401;0.691737391;0.477266157;0;0;0;962;3160;11696;7091;11557;0;0;1;1;0;0;11;27;1745;3910;1;1;751;751;8;17;81;241;0
